id,dateAdded,dateUpdated,brand,primaryCategories,colors,name,prices.amountMax,prices.amountMin,prices.availability,prices.color,prices.currency,prices.offer,prices.size
1331,2019-04-26T07:12:29Z,2019-04-26T07:12:29Z,Lauren Ralph Lauren,Shoes,Safari Gold,Lauren Ralph Women's Helaine-Sn-Csl Leather Safari Gold Ankle-High Pump - 9M,51,51,FALSE,Safari Gold,USD,Online only: 48% off,9M
1332,2019-04-26T07:12:29Z,2019-04-26T07:12:29Z,LifeStride,Shoes,White,Lifestride Women's Darcy Wedge Pump,62.65,62.65,TRUE,White,USD,Online only,6.5
1333,2019-04-26T07:12:29Z,2019-04-26T07:12:29Z,LifeStride,Shoes,Black,Lifestride Women's Darcy Wedge Pump,95.99,95.99,TRUE,Black,USD,Online only,11
1334,2019-04-26T07:12:29Z,2019-04-26T07:12:29Z,LifeStride,Shoes,White,Lifestride Women's Darcy Wedge Pump,57.32,57.32,TRUE,White,USD,Online only,7.5
1335,2019-04-26T07:12:29Z,2019-04-26T07:12:29Z,LifeStride,Shoes,White,Lifestride Women's Darcy Wedge Pump,95.99,95.99,TRUE,White,USD,Online only,9.5
1336,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,Lauren Ralph Lauren,Shoes,Safari Gold,Lauren Ralph Women's Helaine-Sn-Csl Leather Safari Gold Ankle-High Pump - 9M,51,51,FALSE,Safari Gold,USD,Online only: 48% off,8M
1337,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,Aerosoles,Shoes,Bone Leather,Women's Aerosoles Idealist Bootie,213.13,213.13,TRUE,Bone Leather,USD,Online only,10
1338,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,Lauren Ralph Lauren,Shoes,Safari Gold,Lauren Ralph Women's Helaine-Sn-Csl Leather Safari Gold Ankle-High Pump - 9M,60.87,60.87,FALSE,Safari Gold,USD,Online only: 38% off,7.5M
1339,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,Aerosoles,Shoes,Black Nubuck,Women's Aerosoles Incentive Bootie,197.06,197.06,TRUE,Black Nubuck,USD,Online only,5
1340,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,The Highest Heel,Shoes,Black / Silver,THHSPECTRUM-31 6'' Prism Heel And With Plain Vamp,62.41,62.41,TRUE,Black / Silver,USD,Online only,Womenfts US Shoe Size 9
1341,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,LAVRA,Shoes,Pink,LAVRA Women's Furry Slide Slip On Slippers,9.99,9.99,FALSE,Pink,USD,Online only,X-Large
1342,2019-04-26T07:12:28Z,2019-04-26T07:12:28Z,LifeStride,Shoes,White,Lifestride Women's Darcy Wedge Pump,95.93,95.93,TRUE,White,USD,Online only,8.5
1343,2019-04-26T07:12:27Z,2019-04-26T07:12:27Z,Aerosoles,Shoes,Bone Leather,Women's Aerosoles Idealist Bootie,124.62,124.62,TRUE,Bone Leather,USD,Online only,6.5
1344,2019-04-26T07:12:27Z,2019-04-26T07:12:27Z,Trotters,Shoes,Black Suede/Patent,Women's Trotters Candice Mary Jane,153.26,153.26,TRUE,Black Suede/Patent,USD,Online only,6.5
1345,2019-04-26T07:12:27Z,2019-04-26T07:12:27Z,Trotters,Shoes,White,women's trotters bowen tall waterproof boot,56.4,56.4,FALSE,White,USD,Online only,10
1346,2019-04-26T07:12:27Z,2019-04-26T07:12:27Z,Trotters,Shoes,Black Suede/Patent,Women's Trotters Candice Mary Jane,59.97,59.97,FALSE,Black Suede/Patent,USD,Online only: 40% off,6
1347,2019-04-26T07:12:27Z,2019-04-26T07:12:27Z,Trotters,Shoes,Black Suede/Patent,Women's Trotters Candice Mary Jane,99.95,99.95,FALSE,Black Suede/Patent,USD,Online only,7
1348,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Annie,Shoes,Black Metallic,Womens Adair Metallic Espadrilles Wedge Sandals,18.99,18.99,FALSE,Black Metallic,USD,Online only: 68% off,7 Medium BM
1349,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Easy Street,Shoes,White,easy street women's proper pump (sand super suede),45,45,TRUE,White,USD,Online only,6.5
1350,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Easy Street,Shoes,Tan,easy street women's proper pump (sand super suede),45,45,TRUE,Tan,USD,Online only,8.5
1351,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Easy Street,Shoes,Tan,easy street women's proper pump (sand super suede),45,45,TRUE,Tan,USD,Online only,6
1352,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Steve Madden,Shoes,Tan Suede,Steve Madden Women's Lucid Tan Suede Ankle-High Leather Pump - 8.5M,28.15,28.15,FALSE,Tan Suede,USD,Online only: 35% off,9M
1353,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Steve Madden,Shoes,Black Suede,Steve Madden Women's Lucid Tan Suede Ankle-High Leather Pump - 8.5M,49.99,49.99,TRUE,Black Suede,USD,Online only,10 Medium BM
1354,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,SummitFashions,Shoes,Black,Womens 8 Inch Heels High Platform Sandals Sexy Evening Dancer Shoes Ankle Strap,83.95,83.95,FALSE,Black,USD,Online only: 21% off,6
1355,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,Victoria K.,Shoes,Pink,Women Convertible Ballerina Ballet Flats Loafers * 2-in-1 Design by Victoria K,24.99,24.99,TRUE,Pink,USD,Online only,6.5
1356,2019-04-26T07:12:26Z,2019-04-26T07:12:26Z,SummitFashions,Shoes,Clear,Womens 8 Inch Heels High Platform Sandals Sexy Evening Dancer Shoes Ankle Strap,83.93,83.93,TRUE,Clear,USD,Online only: 21% off,8
1357,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Dolce Vita,Shoes,Natural,Dolce Vita Women's Romeo Natural Ankle-High Leather Sandal - 8.5M,21.99,21.99,FALSE,Natural,USD,Online only: 85% off,8.5M
1358,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Aerosoles,Shoes,White,"Womens Aerosoles Fifth Ave Mid Calf Boots, Black Suede",33.29,33.29,FALSE,White,USD,Online only,7
1359,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Aerosoles,Shoes,Black White Combo Fabric,Women's Aerosoles Mid Level Block Heel Slide,55.96,55.96,TRUE,Black White Combo Fabric,USD,Online only: 29% off,10.5
1360,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Aerosoles,Shoes,Bone Combo Fabric,Women's Aerosoles Mid Level Block Heel Slide,55.96,55.96,TRUE,Bone Combo Fabric,USD,Online only,12
1361,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Steve Madden,Shoes,Black,Steve Madden Women's Ella Suede Black Pump - 8M,18.95,18.95,FALSE,Black,USD,Online only: 73% off,8M
1362,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Dolce Vita,Shoes,Light Blush Leather,"Dolce Vita Women's Maureen Pump, Light Blush Leather, 8.5 Medium US",25.01,25.01,TRUE,Light Blush Leather,USD,Online only: 77% off,8.5
1363,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Aerosoles,Shoes,Black White Combo Fabric,Women's Aerosoles Mid Level Block Heel Slide,55.96,55.96,TRUE,Black White Combo Fabric,USD,Online only: 29% off,8.5
1364,2019-04-26T07:12:25Z,2019-04-26T07:12:25Z,Dolce Vita,Shoes,Lt Blue Denim,Dolce Vita Womens Adalea Open Toe Casual Slide Sandals,26.71,26.71,TRUE,Lt Blue Denim,USD,Online only: 63% off,9.5
1365,2019-04-26T07:12:24Z,2019-04-26T07:12:24Z,The Highest Heel,Shoes,Red,Highest Heel Womens 4.5 Calf High Boot Carbon Fiber Heel Red Suede Shoe,57.7,57.7,TRUE,Red,USD,Online only: 26% off,Size 14
1366,2019-04-26T07:12:24Z,2019-04-26T07:12:24Z,Floral,Shoes,Gold,FLORAL Chrissy Women's Wide Width OpenToe and Rhinestone Strips Slip-On Sandal GOLD 11,44.95,44.95,TRUE,Gold,USD,Online only,11
1367,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Soda,Shoes,Black,Delicious By Soda Yummy Cutout Stacked Heel Sandal,39.95,39.95,TRUE,Black,USD,Online only,11 BM US
1368,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Soda,Shoes,Black,Delicious By Soda Yummy Cutout Stacked Heel Sandal,28.7,28.7,TRUE,Black,USD,Online only,8.5 BM US
1369,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Brinley Co.,Shoes,Rose,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Rose,USD,Online only: 41% off,6.5
1370,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Brinley Co.,Shoes,Mustard,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Mustard,USD,Online only: 41% off,9
1371,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Blossom,Shoes,Nude,Blossom Robin 110 Women's Rounded Toe Ankle Strap Pump,39.99,39.99,TRUE,Nude,USD,Online only,8.5
1372,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Blossom,Shoes,Silver,Blossom Robin 110 Women's Rounded Toe Ankle Strap Pump,39.99,39.99,TRUE,Silver,USD,Online only,8
1373,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Brinley Co.,Shoes,Mustard,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Mustard,USD,Online only: 41% off,8.5
1374,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Blossom,Shoes,Silver,Blossom Robin 110 Women's Rounded Toe Ankle Strap Pump,39.99,39.99,TRUE,Silver,USD,Online only,8.5
1375,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Blossom,Shoes,Silver,Blossom Robin 110 Women's Rounded Toe Ankle Strap Pump,39.99,39.99,TRUE,Silver,USD,Online only,7.5
1376,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Blossom,Shoes,Silver,Blossom Robin 110 Women's Rounded Toe Ankle Strap Pump,39.99,39.99,FALSE,Silver,USD,Online only,6
1377,2019-04-26T07:12:19Z,2019-04-26T07:12:19Z,Delicious,Shoes,Black,Delicious Cornelia Womens Pearl Embellished Open Toe Heel,34.95,34.95,FALSE,Black,USD,Online only,6
1378,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Brinley Co.,Shoes,Black,Comfort Womens Distressed Caged Bootie,49.99,49.99,FALSE,Black,USD,Online only: 41% off,11
1379,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Blossom,Shoes,Black,Blossom Rita 8Women's Strappy Embellished Formal Heels,39.99,39.99,TRUE,Black,USD,Online only,8
1380,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Brinley Co.,Shoes,Mustard,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Mustard,USD,Online only: 41% off,10
1381,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Blossom,Shoes,Silver,Blossom Rita 8Women's Strappy Embellished Formal Heels,39.99,39.99,TRUE,Silver,USD,Online only,8.5
1382,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Brinley Co.,Shoes,Grey,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Grey,USD,Online only: 41% off,8
1383,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Blossom,Shoes,Silver,Blossom Rita 8Women's Strappy Embellished Formal Heels,39.99,39.99,FALSE,Silver,USD,Online only,7
1384,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Aerosoles,Shoes,Floral Combo Fabric,Women's Aerosoles Mid Level Block Heel Slide,55.96,55.96,TRUE,Floral Combo Fabric,USD,Online only: 29% off,12
1385,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Brinley Co.,Shoes,Mustard,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Mustard,USD,Online only: 41% off,12
1386,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,Aerosoles,Shoes,Black Fabric,Women's Aerosoles Mid Level Block Heel Slide,67.99,67.99,TRUE,Black Fabric,USD,Online only,8
1387,2019-04-26T07:12:18Z,2019-04-26T07:12:18Z,The Highest Heel,Shoes,Black,Highest Heel Womens 4.5 Metal d'Orsay Pump Ankle Strap Red Kid PU Shoes,39.99,39.99,TRUE,Black,USD,Online only,Size 12
1388,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,Lifestride,Shoes,Mushroom,Lifestride Women's Tanglo Faux Leather Mushroom Ankle-High Pump - 7M,34.07,34.07,FALSE,Mushroom,USD,Online only: 43% off,7.5M
1389,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,The Highest Heel,Shoes,Pewter,Highest Heel Womens 4.5 Metal d'Orsay Pump Ankle Strap Red Kid PU Shoes,45.51,45.51,TRUE,Pewter,USD,Online only,Size 7
1390,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,Aerosoles,Shoes,White,Women's Aerosoles Incentive Bootie,163.89,163.89,FALSE,White,USD,Online only,8
1391,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,Aerosoles,Shoes,White,Women's Aerosoles Lovely Loafer,63.2,63.2,TRUE,White,USD,Online only: 20% off,6
1392,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,The Highest Heel,Shoes,Pewter,Highest Heel Womens 4.5 Metal d'Orsay Pump Ankle Strap Red Kid PU Shoes,45.51,45.51,TRUE,Pewter,USD,Online only,Size 9.5
1393,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,Aerosoles,Shoes,Floral Combo Fabric,Women's Aerosoles Mid Level Block Heel Slide,55.96,55.96,TRUE,Floral Combo Fabric,USD,Online only: 29% off,6
1394,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,LifeStride,Shoes,Soft Taupe,Lifestride Women's Lively 2 Pump,35.09,35.09,FALSE,Soft Taupe,USD,Online only: 42% off,9.5
1395,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,The Highest Heel,Shoes,Pewter Metallic Snake Pu,Highest Heel Womens 4.5 Metal d'Orsay Pump Ankle Strap Red Kid PU Shoes,74.75,74.75,TRUE,Pewter Metallic Snake Pu,USD,Online only,Size 14
1396,2019-04-26T07:12:17Z,2019-04-26T07:12:17Z,The Highest Heel,Shoes,Red,Highest Heel Womens 4.5 Metal d'Orsay Pump Ankle Strap Red Kid PU Shoes,45.51,45.51,TRUE,Red,USD,Online only,Size 10
1397,2019-04-26T07:12:15Z,2019-04-26T07:12:15Z,Brinley Co.,Shoes,Nude,Womens Cut Out Round Toe T-strap Matte Mary Jane Pumps,34.99,34.99,TRUE,Nude,USD,Online only,6
1398,2019-04-26T07:12:15Z,2019-04-26T07:12:15Z,Brinley Co.,Shoes,Black,Womens Cut Out Round Toe T-strap Matte Mary Jane Pumps,34.99,34.99,TRUE,Black,USD,Online only,8
1399,2019-04-26T07:12:15Z,2019-04-26T07:12:15Z,Aerosoles,Shoes,White,women's aerosoles traveler slip-on,63.19,63.19,TRUE,White,USD,Online only: 20% off,US 6.5
1400,2019-04-26T07:12:04Z,2019-04-26T07:12:04Z,Dan Post,Shoes,Bronze,Dan Post Women's PENNY Bronze Fashion Boots 9 M,243.92,243.92,FALSE,Bronze,USD,Online only,7.5
1401,2019-04-26T07:12:04Z,2019-04-26T07:12:04Z,David Tate,Shoes,Black Calf,"david tate women's avery 18 knee high boots, black calfskin, 7 ww",229.95,229.95,FALSE,Black Calf,USD,Online only,6.5
1402,2019-04-26T07:12:04Z,2019-04-26T07:12:04Z,Delicious,Shoes,Cognac,Delicious Urkel SWomens Open Toe Studded Stacked Heel,35.95,35.95,FALSE,Cognac,USD,Online only,5.5
1403,2019-04-26T07:12:03Z,2019-04-26T07:12:03Z,David Tate,Shoes,Brown Calf,"david tate women's avery 18 knee high boots, black calfskin, 7 ww",229.95,229.95,FALSE,Brown Calf,USD,Online only,7.5
1404,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,DBDK,Shoes,Black Plaid,DBDK Womens Sharper-1 Fold Down Fashion Boots,31.81,31.81,TRUE,Black Plaid,USD,Online only,8.5 BM US
1405,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Delicious,Shoes,Black,Delicious Cornelia Womens Pearl Embellished Open Toe Heel,34.95,34.95,TRUE,Black,USD,Online only,9
1406,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,David Tate,Shoes,Black,David Tate Women's Stallion Fashion Boots Black Polyurethane 8.5 M,20.74,20.74,TRUE,Black,USD,Online only: 48% off,6
1407,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,David Tate,Shoes,Natural Satin,David Tate Women's LACEY Natural Ballet Flats 11.5 M,89.93,89.93,FALSE,Natural Satin,USD,Online only,11.5
1408,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,David Tate,Shoes,Silver Satin,David Tate Women's LACEY Natural Ballet Flats 11.5 M,89.93,89.93,FALSE,Silver Satin,USD,Online only,6
1409,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Delicious,Shoes,Rose Gold,Delicious Cornelia Womens Pearl Embellished Open Toe Heel,34.95,34.95,TRUE,Rose Gold,USD,Online only,7.5
1410,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,DBDK,Shoes,Black Pu,DBDK Womens Sharper-1 Fold Down Fashion Boots,29.95,29.95,TRUE,Black Pu,USD,Online only,6.5 BM US
1411,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,DBDK,Shoes,Black Plaid,DBDK Womens Sharper-1 Fold Down Fashion Boots,31.81,31.81,TRUE,Black Plaid,USD,Online only,8 BM US
1412,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,David Tate,Shoes,Natural Satin,David Tate Women's LACEY Natural Ballet Flats 11.5 M,89.93,89.93,FALSE,Natural Satin,USD,Online only,8
1413,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Delicious,Shoes,Black,Delicious Cornelia Womens Pearl Embellished Open Toe Heel,34.95,34.95,FALSE,Black,USD,Online only,8.5
1414,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Delicious,Shoes,Black,Delicious Pacific Womens Pearl Embellished Clear Block Heel,34.95,34.95,TRUE,Black,USD,Online only,7
1415,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Delicious,Shoes,Black,Delicious Pacific Womens Pearl Embellished Clear Block Heel,34.95,34.95,TRUE,Black,USD,Online only,7.5
1416,2019-04-26T07:12:02Z,2019-04-26T07:12:02Z,Dr. Comfort,Shoes,Berry,Dr. Comfort Refresh Women's Athletic Shoe: 4 Medium (A/B) Blue Elastic Standard Laces,139,139,TRUE,Berry,USD,Online only,7.5
1417,2019-04-26T07:12:01Z,2019-04-26T07:12:01Z,Ellie Shoes,Shoes,BLACK,603-TEAGAN 6'' Metallic Calf Boot,92.99,92.99,TRUE,BLACK,USD,Online only,8
1418,2019-04-26T07:11:57Z,2019-04-26T07:11:57Z,Aerosoles,Shoes,Gold Snake,Aerosoles Women's Expert Faux Leather Gold Snake Ankle-High Pump - 6M,30.99,30.99,TRUE,Gold Snake,USD,Online only,6M
1419,2019-04-26T07:11:56Z,2019-04-26T07:11:56Z,Qupid,Shoes,Taupe,Qupid Trench 256x Womens Shoes Closed Toe Bow Embellished Pump Ash Rose,32.95,32.95,FALSE,Taupe,USD,Online only,7
1420,2019-04-26T07:11:56Z,2019-04-26T07:11:56Z,CORKYS,Shoes,Black,"Corkys Womens WYATT Leather Riding Boots with Crocodile Print (Black, US 10)",39.99,39.99,FALSE,Black,USD,Online only,US 7
1421,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Chinese Laundry,Shoes,Cocoa Brown Suede,Chinese Laundry Womens Galactic Suede Open Toe Casual Gladiator Sandals,71.2,71.2,TRUE,Cocoa Brown Suede,USD,Online only: 20% off,6.5
1422,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Promise,Shoes,Red,"Sage by Promise, Black Satin Pump Rhinestone Crystal Studded Close Toe Women Promise Shoes",32.5,32.5,TRUE,Red,USD,Online only,7
1423,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Dolce Vita,Shoes,BLUE,Haya Fringe Sandals,59.99,59.99,TRUE,BLUE,USD,Online only,6
1424,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Hi-Tec,Shoes,Dark Chocolate/Black,Hi Tec Women's Altitude VI I Waterproof Hiking Boot,84.99,84.99,TRUE,Dark Chocolate/Black,USD,Online only: 15% off,7.5
1425,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Ellie Shoes,Shoes,Yellow,"609-IVY, 6'' Peep Toe Thigh High Mesh Boot",153.43,153.43,TRUE,Yellow,USD,Online only,Size 11
1426,2019-04-26T07:11:53Z,2019-04-26T07:11:53Z,Grasshoppers,Shoes,Grey,Grasshoppers Women's Janey Ii Knit Sneaker,15.99,15.99,TRUE,Grey,USD,Online only: 68% off,9.5M
1427,2019-04-26T07:11:52Z,2019-04-26T07:11:52Z,Floral,Shoes,Gold,FLORAL Irene Women's Wide Width Open Toe Perforated Outer Design Slip On Shoes GOLD 6,54.95,54.95,TRUE,Gold,USD,Online only,10.5
1428,2019-04-26T07:11:52Z,2019-04-26T07:11:52Z,Grasshoppers,Shoes,White,Grasshoppers Womens Cara Slip On Embroidered Memory Foam Fashion Sneakers,37.16,37.16,TRUE,White,USD,Online only: 24% off,7
1429,2019-04-26T07:11:52Z,2019-04-26T07:11:52Z,Grasshoppers,Shoes,Steel Grey,Grasshoppers Womens Cara Slip On Embroidered Memory Foam Fashion Sneakers,20.87,20.87,TRUE,Steel Grey,USD,Online only: 57% off,7 Medium BM
1430,2019-04-26T07:11:52Z,2019-04-26T07:11:52Z,Charles By Charles David,Shoes,Black,Charles By David Women's Sasha Leather Black Ankle-High Pump - 9.5M,29,29,FALSE,Black,USD,Online only: 71% off,9M
1431,2019-04-26T07:11:51Z,2019-04-26T07:11:51Z,Aerosoles,Shoes,Dark Gray Combo Fabric,Women's Aerosoles 1st Single Sneaker,39.96,39.96,TRUE,Dark Gray Combo Fabric,USD,Online only,8
1432,2019-04-26T07:11:50Z,2019-04-26T07:11:50Z,Lauren Ralph Lauren,Shoes,Charcoal,Lauren Ralph Women's Hala-Pm-Drs Suede Charcoal Ankle-High Leather Pump - 8.5M,56.99,56.99,FALSE,Charcoal,USD,Online only: 36% off,9M
1433,2019-04-26T07:11:50Z,2019-04-26T07:11:50Z,Trotters,Shoes,White,women's trotters bowen tall waterproof boot,89.95,89.95,FALSE,White,USD,Online only,12
1434,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Blossom,Shoes,Nude Sparkle,Blossom Vice 261 Women's T-strap Rhinestone Heels,49.99,49.99,TRUE,Nude Sparkle,USD,Online only,8.5
1435,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Aerosoles,Shoes,Taupe Fabric,Aerosoles Womens Effortless Closed Toe Ankle Fashion Boots Fashion Boots,39.98,39.98,FALSE,Taupe Fabric,USD,Online only: 55% off,7.5 Standard
1436,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Brinley Co.,Shoes,Rose,Comfort Womens Distressed Caged Bootie,49.99,49.99,TRUE,Rose,USD,Online only: 41% off,8.5
1437,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Blossom,Shoes,Nude Sparkle,Blossom Vice 261 Women's T-strap Rhinestone Heels,49.99,49.99,TRUE,Nude Sparkle,USD,Online only,6
1438,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Comfortiva,Shoes,Gold,Comfortiva Womens Riley Leather Open Toe Casual Strappy Sandals,66.5,66.5,TRUE,Gold,USD,Online only: 26% off,8.5
1439,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Lauren Ralph Lauren,Shoes,Polo Tan,Lauren Ralph Women's Aleena-Sn-Drs Leather Polo Tan Ankle-High Pump - 9M,49.99,49.99,TRUE,Polo Tan,USD,Online only: 71% off,6.5M
1440,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Lauren Ralph Lauren,Shoes,Polo Tan,Lauren Ralph Women's Aleena-Sn-Drs Leather Polo Tan Ankle-High Pump - 9M,49.99,49.99,TRUE,Polo Tan,USD,Online only: 71% off,9.5M
1441,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Blossom,Shoes,Silver Sparkle,Blossom Vice 261 Women's T-strap Rhinestone Heels,49.99,49.99,TRUE,Silver Sparkle,USD,Online only,5.5
1442,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Aerosoles,Shoes,Light Grey Combo,Aerosoles Womens Elimental Perforated Memory Foam Loafers,14.23,14.23,FALSE,Light Grey Combo,USD,Online only,6 Medium BM
1443,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Skechers,Shoes,Navy / White,Skechers Women's Go Run 600 - Obtain Navy / White Ankle-High Running Shoe 8M,34.31,34.31,FALSE,Navy / White,USD,Online only: 43% off,11M
1444,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Steve Madden,Shoes,Grey Suede,Steve Madden Women's Irenee Grey Suede Ankle-High Leather Pump - 8.5M,47.4,47.4,FALSE,Grey Suede,USD,Online only,8.5M
1445,2019-04-26T07:11:47Z,2019-04-26T07:11:47Z,Blossom,Shoes,Silver Sparkle,Blossom Vice 261 Women's T-strap Rhinestone Heels,49.99,49.99,TRUE,Silver Sparkle,USD,Online only,9
1446,2019-04-26T07:11:46Z,2019-04-26T07:11:46Z,Steve Madden,Shoes,Black Multi,Steve Madden Women's Shine Black Multi Leather Pump - 8.5M,18.99,18.99,FALSE,Black Multi,USD,Online only: 76% off,7.5M
1447,2019-04-26T07:11:45Z,2019-04-26T07:11:45Z,Blossom,Shoes,Silver,Blossom Renzo 65Women's Pointed Toe Ankle Strap Heel,48.95,48.95,TRUE,Silver,USD,Online only,7
1448,2019-04-26T07:11:45Z,2019-04-26T07:11:45Z,Blossom,Shoes,Nude,Blossom Renzo 65Women's Pointed Toe Ankle Strap Heel,48.95,48.95,FALSE,Nude,USD,Online only,6
1449,2019-04-26T07:11:45Z,2019-04-26T07:11:45Z,Blossom,Shoes,Silver,Blossom Renzo 65Women's Pointed Toe Ankle Strap Heel,48.95,48.95,TRUE,Silver,USD,Online only,8.5
1450,2019-04-26T07:11:45Z,2019-04-26T07:11:45Z,Blossom,Shoes,Nude,Blossom Renzo 65Women's Pointed Toe Ankle Strap Heel,48.95,48.95,TRUE,Nude,USD,Online only,5.5
1451,2019-04-26T07:11:45Z,2019-04-26T07:11:45Z,Delicious,Shoes,Black,Delicious Cornelia Womens Pearl Embellished Open Toe Heel,34.95,34.95,TRUE,Black,USD,Online only,8
1452,2019-04-26T07:11:43Z,2019-04-26T07:11:43Z,Charles By Charles David,Shoes,Nude-Le,Charles By Charles David Women's Sasha Leather Ankle-High Leather Pump,49.27,49.27,FALSE,Nude-Le,USD,Online only: 50% off,7.5 M
1453,2019-04-26T07:11:43Z,2019-04-26T07:11:43Z,Charles By Charles David,Shoes,Nude-Le,Charles By Charles David Women's Sasha Leather Ankle-High Leather Pump,50.69,50.69,FALSE,Nude-Le,USD,Online only: 49% off,8.5M
1454,2019-04-26T07:11:41Z,2019-04-26T07:11:41Z,Aerosoles,Shoes,Dark Gray Combo Fabric,Women's Aerosoles 1st Single Sneaker,39.96,39.96,TRUE,Dark Gray Combo Fabric,USD,Online only: 20% off,11
1455,2019-04-26T07:11:41Z,2019-04-26T07:11:41Z,The Highest Heel,Shoes,Silver Glitter PU,"SLICK-101, 4'' Steel Stiletto Heel D-Orsay Pointed Toe Pump Shoes",36.74,36.74,TRUE,Silver Glitter PU,USD,Online only,Size 9
