,dateAdded,dateUpdated,name,brand,primaryCategories,colors,prices.amountMax,prices.amountMin,prices.availability,prices.color,prices.offer,prices.size
5664,2019-04-19T07:07:46Z,2019-04-19T07:07:46Z,"trotters women s luxury boot, tan/cogna",catan,Shoes,Tan Suede,229.92,229.92,TRUE,Tan Suede,Online only,9 M
5665,2019-04-19T07:07:46Z,2019-04-19T07:07:46Z,"trotters women s luxury boot, tan/cogna",catan,Shoes,Black Croco/Smooth Leather,146.05,146.05,TRUE,Black Croco/Smooth Leather,Online only,8.5
5666,2019-04-19T07:07:46Z,2019-04-19T07:07:46Z,women s trotters monte ankle boot,Trotters,Shoes,Dark Brown Smooth Leather,166.58,166.58,TRUE,Dark Brown Smooth Leather,Online only,8
5667,2019-04-19T07:07:46Z,2019-04-19T07:07:46Z,women s trotters shannon ankle boot,Trotters,Shoes,White,95.97,95.97,FALSE,White,Online only,10
5668,2019-04-19T07:07:46Z,2019-04-19T07:07:46Z,"Women s SAS, Liberty Lace up Shoes",SAS,Shoes,BLACK,162.95,162.95,TRUE,BLACK,Online only,9 M
5669,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,Denim Blue Pearlized,65.95,65.95,FALSE,Denim Blue Pearlized,Online only,5.5
5670,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,Women s Propet STEPHANIE Velour Oxfords,Propet,Shoes,Black,46,46,FALSE,Black,Online only,11
5671,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,trotters women s mindy black tumbled le,Trotters,Shoes,White,120,120,TRUE,White,Online only,US 7
5672,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,women s lillian bootie,Trotters,Shoes,White,36.97,36.97,FALSE,White,Online only: 68% off,6
5673,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,women s lillian bootie,Trotters,Shoes,White,91.04,91.04,TRUE,White,Online only,9.5
5674,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,women s lillian bootie,Trotters,Shoes,White,65.88,65.88,FALSE,White,Online only,6
5675,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,women s trotters major bootie,Trotters,Shoes,Black Microfiber,206.92,206.92,TRUE,Black Microfiber,Online only,8.5
5676,2019-04-19T07:07:45Z,2019-04-19T07:07:45Z,women s trotters major bootie,Trotters,Shoes,White,161.94,161.94,FALSE,White,Online only,10
5677,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Kid Suede,115.05,115.05,TRUE,Black Kid Suede,Online only,11
5678,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,99.95,99.95,TRUE,Black Lux Soft Leather,Online only: 33% off,5.5
5679,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BLACK,128.95,128.95,TRUE,BLACK,Online only,6.5 N
5680,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Kid Suede,56.97,56.97,FALSE,Black Kid Suede,Online only: 62% off,9.5
5681,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,85.46,85.46,FALSE,Black Lux Soft Leather,Online only,7
5682,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,5 W
5683,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,8.5 N
5684,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,153.26,153.26,TRUE,Black Lux Soft Leather,Online only,9
5685,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,9 W
5686,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,95.97,95.97,FALSE,Dark Brown Lux Soft Leather,Online only,10.5
5687,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,WHITE,127,127,FALSE,WHITE,Online only,4.5 M
5688,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,7 WW
5689,2019-04-19T07:07:23Z,2019-04-19T07:07:23Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,93.61,93.61,TRUE,Black Lux Soft Leather,Online only,8
5690,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,99.95,99.95,TRUE,Dark Brown Lux Soft Leather,Online only: 33% off,6
5691,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,99.95,99.95,TRUE,Dark Brown Lux Soft Leather,Online only: 33% off,9.5
5692,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,6.5 WW
5693,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Kid Suede,151.78,151.78,TRUE,Black Kid Suede,Online only,7.5
5694,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Kid Suede,103.02,103.02,TRUE,Black Kid Suede,Online only,12
5695,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Kid Suede,134.96,134.96,FALSE,Black Kid Suede,Online only: 10% off,12
5696,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,TRUE,BONE,Online only,6.5 N
5697,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,99.95,99.95,TRUE,Dark Brown Lux Soft Leather,Online only: 33% off,10
5698,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BLACK,128.95,128.95,TRUE,BLACK,Online only,8.5 S
5699,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,White,95.97,95.97,FALSE,White,Online only,12
5700,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,85.46,85.46,FALSE,Black Lux Soft Leather,Online only: 43% off,9
5701,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,99.95,99.95,TRUE,Dark Brown Lux Soft Leather,Online only: 33% off,8.5
5702,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,89.92,89.92,FALSE,Dark Brown Lux Soft Leather,Online only,8
5703,2019-04-19T07:07:22Z,2019-04-19T07:07:22Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,9 S
5704,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BLACK,128.95,128.95,TRUE,BLACK,Online only,7 N
5705,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,WHITE,127,127,FALSE,WHITE,Online only,8 N
5706,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,women s trotters shannon ankle boot,Trotters,Shoes,Dark Brown Lux Soft Leather,99.95,99.95,TRUE,Dark Brown Lux Soft Leather,Online only: 33% off,9.5
5707,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,8 W
5708,2019-04-19T07:00:22Z,2019-04-19T07:07:21Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Croco/Smooth Leather,134.96,134.96,FALSE,Black Croco/Smooth Leather,Online only,9.5
5709,2019-04-19T07:00:22Z,2019-04-19T07:07:21Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,10
5710,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,women s trotters shannon ankle boot,Trotters,Shoes,Black Lux Soft Leather,153.26,153.26,TRUE,Black Lux Soft Leather,Online only,9.5
5711,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,9.5 W
5712,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,BONE,128.95,128.95,FALSE,BONE,Online only,7.5 W
5713,2019-04-19T07:07:21Z,2019-04-19T07:07:21Z,women s trotters shannon ankle boot,Trotters,Shoes,White,83.99,83.99,FALSE,White,Online only,10.5
5714,2019-04-19T07:00:22Z,2019-04-19T07:07:21Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Croco/Smooth Leather,128,128,TRUE,Black Croco/Smooth Leather,Online only,8
5715,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,7
5716,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,9.5
5717,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,10.5
5718,2019-04-19T07:07:20Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Croco/Smooth Leather,84.97,84.97,FALSE,Black Croco/Smooth Leather,Online only,8.5
5719,2019-04-19T07:00:20Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,White,134.96,134.96,FALSE,White,Online only,8
5720,2019-04-19T07:00:20Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,White,134.96,134.96,FALSE,White,Online only,10.5
5721,2019-04-19T07:00:22Z,2019-04-19T07:07:20Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,11
5722,2019-04-19T07:00:20Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,10
5723,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"Women s SAS, Liberty Lace up Shoes",SAS,Shoes,BLACK,249.93,249.93,TRUE,BLACK,Online only,7 3W
5724,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,White,100.76,100.76,FALSE,White,Online only,10
5725,2019-04-19T07:00:22Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,8
5726,2019-04-19T07:07:20Z,2019-04-19T07:07:20Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,White,72,72,FALSE,White,Online only,10
5727,2019-04-19T07:00:20Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,8.5
5728,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,10.5
5729,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,100.76,100.76,FALSE,Tan Suede,Online only,9.5
5730,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,100.76,100.76,FALSE,Tan Suede,Online only,10
5731,2019-04-19T07:00:20Z,2019-04-19T07:07:20Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,Sand,72,72,FALSE,Sand,Online only,10
5732,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,White,72,72,FALSE,White,Online only,6.5
5733,2019-04-19T07:00:21Z,2019-04-19T07:07:20Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,8.5
5734,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,100.76,100.76,FALSE,Tan Suede,Online only,9
5735,2019-04-19T07:07:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,11
5736,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,8
5737,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,100.76,100.76,FALSE,Tan Suede,Online only,7
5738,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Croco/Smooth Leather,106.27,106.27,TRUE,Black Croco/Smooth Leather,Online only,7.5
5739,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,84.8,84.8,FALSE,Black Suede,Online only,9.5
5740,2019-04-19T07:07:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,9.5
5741,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,105.97,105.97,TRUE,Tan Suede,Online only,6
5742,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,9
5743,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,White,72,72,FALSE,White,Online only,9
5744,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,Sand,72,72,FALSE,Sand,Online only,11
5745,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Suede,100.76,100.76,FALSE,Black Suede,Online only,7.5
5746,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,6.5
5747,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan Suede,100.76,100.76,FALSE,Tan Suede,Online only,12
5748,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,6
5749,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Black Croco/Smooth Leather,142.45,142.45,TRUE,Black Croco/Smooth Leather,Online only,7
5750,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,8.5
5751,2019-04-19T07:00:20Z,2019-04-19T07:07:19Z,"trotters women s luxury boot, tan/cogna",Trotters,Shoes,Tan/Cognac Suede,142.45,142.45,TRUE,Tan/Cognac Suede,Online only,6.5 Narrow AAN
5752,2019-04-19T07:00:19Z,2019-04-19T07:07:19Z,Women s Propet SAPPHIRE Mary Janes BLUE,Propet,Shoes,"Silver, Light Grey",72,72,FALSE,"Silver, Light Grey",Online only,10
5753,2019-04-19T07:07:15Z,2019-04-19T07:07:15Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,WHITE,127,127,FALSE,WHITE,Online only,9.5 N
5754,2019-04-19T07:07:15Z,2019-04-19T07:07:15Z,"Women s SAS, Siesta Lace up Shoe",SAS,Shoes,WHITE,127,127,FALSE,WHITE,Online only,4 M
5755,2019-04-19T07:07:13Z,2019-04-19T07:07:13Z,trotters women s lyra wide calf black e,Trotters,Shoes,White,127.97,127.97,FALSE,White,Online only,9
5756,2019-04-19T07:07:13Z,2019-04-19T07:07:13Z,trotters women s lyra wide calf black e,Trotters,Shoes,White,179.96,179.96,FALSE,White,Online only: 10% off,9.5
5757,2019-04-19T07:07:10Z,2019-04-19T07:07:10Z,trotters women s lyra wide calf black e,Trotters,Shoes,White,127.97,127.97,FALSE,White,Online only,8
5758,2019-04-19T07:07:07Z,2019-04-19T07:07:07Z,Women s Diba True What To Do Riding Boo,Diba True,Shoes,Chocolate Leather,191.16,191.16,TRUE,Chocolate Leather,Online only,8
5759,2019-04-19T07:07:07Z,2019-04-19T07:07:07Z,Dolce Vita Women s Shaye Platform Sanda,Dolce Vita,Shoes,Black/White Palm Print,91.08,91.08,TRUE,Black/White Palm Print,Online only: 39% off,7.5
5760,2019-04-19T07:07:07Z,2019-04-19T07:07:07Z,Madden Girl Women s Stormmm Silver Mult,Madden Girl,Shoes,Silver Multi,20.99,20.99,TRUE,Silver Multi,Online only: 58% off,9M
5761,2019-04-19T07:07:07Z,2019-04-19T07:07:07Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Electric Violet Nubuck Leather,168.59,168.59,TRUE,Electric Violet Nubuck Leather,Online only,11
5762,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Cape Robbin Women s Shimmer Elastic Sid,Cape Robbin,Shoes,Silver,39.99,39.99,TRUE,Silver,Online only,6.5 BM US
5763,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Women s Diba True Vino Time Bootie,Diba True,Shoes,Off White Leather,135.16,135.16,FALSE,Off White Leather,Online only,7
5764,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,easy street women s proper pump (sand s,Easy Street,Shoes,White,45,45,TRUE,White,Online only,9
5765,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Women s Diba True This N That Ankle Str,Diba True,Shoes,Chestnut Suede,68.95,68.95,FALSE,Chestnut Suede,Online only,10
5766,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Highest Heel Women s 6 Knee High Platfo,The Highest Heel,Shoes,White,101.05,101.05,TRUE,White,Online only,Size 10
5767,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Women s Diba True This N That Ankle Str,Diba True,Shoes,Chestnut Suede,68.95,68.95,FALSE,Chestnut Suede,Online only,6
5768,2019-04-19T07:07:06Z,2019-04-19T07:07:06Z,Women s Aerosoles Fast Bet Ballet Flat,Aerosoles,Shoes,White,91.57,91.57,TRUE,White,Online only,12
5769,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,Women s totes Celina Waterproof Snow Bo,totes,Shoes,Brown,39.97,39.97,FALSE,Brown,Online only,9
5770,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,women s trotters below zero waterproof,Trotters,Shoes,Black Nubuck Waterproof Polyur,89.95,89.95,FALSE,Black Nubuck Waterproof Polyur,Online only,9.5
5771,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,women s trotters below zero waterproof,Trotters,Shoes,Black Nubuck Waterproof Polyur,89.95,89.95,FALSE,Black Nubuck Waterproof Polyur,Online only,12
5772,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,Women s totes Celina Waterproof Snow Bo,totes,Shoes,Black,39.97,39.97,FALSE,Black,Online only,11
5773,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,Women s totes Celina Waterproof Snow Bo,totes,Shoes,Brown,34.95,34.95,FALSE,Brown,Online only: 50% off,10
5774,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,Women s totes Celina Waterproof Snow Bo,totes,Shoes,Brown,39.97,39.97,FALSE,Brown,Online only,11
5775,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,women s trotters below zero waterproof,Trotters,Shoes,Black Nubuck Waterproof Polyur,89.95,89.95,FALSE,Black Nubuck Waterproof Polyur,Online only,9.5
5776,2019-04-19T07:07:03Z,2019-04-19T07:07:03Z,women s trotters below zero waterproof,Trotters,Shoes,Black Nubuck Waterproof Polyur,89.95,89.95,FALSE,Black Nubuck Waterproof Polyur,Online only,9
5777,2019-04-19T07:07:02Z,2019-04-19T07:07:02Z,Alfani Womens Novaa Closed Toe Over Kne,Alfani,Shoes,Mulberry,71.11,71.11,TRUE,Mulberry,Online only: 45% off,6.5
5778,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Theo Winter Boot,White Mountain,Shoes,Black Suede,29.7,29.7,FALSE,Black Suede,Online only: 70% off,7
5779,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Alrisco Nature Breeze New Women Vickie-,Nature Breeze,Shoes,Leopard,44.99,44.99,FALSE,Leopard,Online only,6.5
5780,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Theo Winter Boot,White Mountain,Shoes,Black Suede,5000,5000,TRUE,Black Suede,Online only,8
5781,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Nyssa Bootie,White Mountain,Shoes,Grey Suedette,23.99,23.99,FALSE,Grey Suedette,Online only: 76% off,6
5782,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Theo Winter Boot,White Mountain,Shoes,Black Suede,29.7,29.7,FALSE,Black Suede,Online only: 70% off,8.5
5783,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Theo Winter Boot,White Mountain,Shoes,Black Suede,29.7,29.7,FALSE,Black Suede,Online only: 70% off,7.5
5784,2019-04-19T07:07:01Z,2019-04-19T07:07:01Z,Women s White Mountain Nyssa Bootie,White Mountain,Shoes,Grey Suedette,35.99,35.99,FALSE,Grey Suedette,Online only: 64% off,8.5
5785,2019-04-19T07:06:59Z,2019-04-19T07:06:59Z,Women s White Mountain Davenport Ankle,White Mountain,Shoes,Black Embossed Fabric,48.56,48.56,FALSE,Black Embossed Fabric,Online only,11
5786,2019-04-19T07:06:51Z,2019-04-19T07:06:51Z,women s white mountain yonder bootie,white-mountain,Shoes,White,53.32,53.32,FALSE,White,Online only,8 M
5787,2019-04-19T06:59:26Z,2019-04-19T07:06:40Z,Women s A2 by Aerosoles My Way Biker Bo,Aerosoles,Shoes,Brown/Multi,109.2,109.2,TRUE,Brown/Multi,Online only,9 M
5788,2019-04-19T06:59:26Z,2019-04-19T07:06:40Z,Women s A2 by Aerosoles My Way Biker Bo,Aerosoles,Shoes,Taupe Faux Suede/Fabric,77.07,77.07,FALSE,Taupe Faux Suede/Fabric,Online only,8.5 M
5789,2019-04-19T07:04:55Z,2019-04-19T07:06:39Z,BP579-CHABLIS 5.5   Heel Platform Ankle,Ellie Shoes,Shoes,Turquoise Glitter,30.6,30.6,FALSE,Turquoise Glitter,Online only,9 M
5790,2019-04-19T07:04:55Z,2019-04-19T07:06:39Z,BP579-CHABLIS 5.5   Heel Platform Ankle,Ellie Shoes,Shoes,Pink Glitter,28.97,28.97,TRUE,Pink Glitter,Online only: 55% off,6 M
5791,2019-04-19T07:04:55Z,2019-04-19T07:06:39Z,Women s A2 by Aerosoles Persimmon Boot,Aerosoles,Shoes,Brown Stretch Faux Leather,86.01,86.01,TRUE,Brown Stretch Faux Leather,Online only,7.5
5792,2019-04-19T07:06:39Z,2019-04-19T07:06:39Z,Deluxe Knee High Easy Lace Boots,ELLIE SHOES,Shoes,Black Pu,50.35,50.35,TRUE,Black Pu,Online only,Size 7
5793,2019-04-19T07:06:39Z,2019-04-19T07:06:39Z,Deluxe Knee High Easy Lace Boots,ELLIE SHOES,Shoes,Black,50.35,50.35,TRUE,Black,Online only,Size 12
5794,2019-04-19T07:04:55Z,2019-04-19T07:06:39Z,BP579-CHABLIS 5.5   Heel Platform Ankle,Ellie Shoes,Shoes,Silver Glitter,60,60,TRUE,Silver Glitter,Online only,6 M
5795,2019-04-19T07:06:39Z,2019-04-19T07:06:39Z,Deluxe Knee High Easy Lace Boots,ELLIE SHOES,Shoes,Black Pu,50.35,50.35,TRUE,Black Pu,Online only,Size 8
5796,2019-04-19T07:06:39Z,2019-04-19T07:06:39Z,Women s A2 by Aerosoles Drive Time Penn,Aerosoles,Shoes,White,74.12,74.12,FALSE,White,Online only,8
5797,2019-04-19T07:06:39Z,2019-04-19T07:06:39Z,Women s A2 by Aerosoles Drive Time Penn,Aerosoles,Shoes,White,74.69,74.69,FALSE,White,Online only,8.5
5798,2019-04-19T07:06:38Z,2019-04-19T07:06:38Z,ELLIE 421-ZENITH WOMEN 4 Knee High Boot,ELLIE,Shoes,FUCHSIA,43.43,43.43,FALSE,FUCHSIA,Online only,12
5799,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,Women s SoftWalk Tanglewood,SoftWalk,Shoes,Off White Nappa Leather/Stretc,95.99,95.99,TRUE,Off White Nappa Leather/Stretc,Online only,10 M
5800,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,Women Contrast Color PU Panel Mesh Trai,Unique Bargains,Shoes,Gray,35.91,35.91,TRUE,Gray,Online only: 50% off,8.5
5801,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,ELLIE 777-PRINCE Women s Unicorn Heel S,Ellie,Shoes,PINK,138.83,138.83,TRUE,PINK,Online only,6
5802,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,Women s A2 by Aerosoles Persimmon Boot,Aerosoles,Shoes,Brown Stretch Faux Leather,137.98,137.98,TRUE,Brown Stretch Faux Leather,Online only,8.5
5803,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,Women Contrast Color PU Panel Mesh Trai,Unique Bargains,Shoes,Pink,35.91,35.91,TRUE,Pink,Online only: 50% off,9
5804,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,Women s A2 by Aerosoles Plushed Nickel,A2 by Aerosoles,Shoes,Gold Snake Print Synthetic,44.36,44.36,FALSE,Gold Snake Print Synthetic,Online only: 37% off,9
5805,2019-04-19T07:06:37Z,2019-04-19T07:06:37Z,6 Inch Womens High Heel Shoes Rhineston,ellie,Shoes,Pink,88.98,88.98,FALSE,Pink,Online only: 21% off,8
