,dateAdded,dateUpdated,name,brand,primaryCategories,colors,prices.amountMax,prices.amountMin,prices.availability,prices.color,prices.offer,prices.size
3164,2019-04-22T03:10:20Z,2019-04-22T03:10:20Z,G by Guess Womens Hopey Open Toe Casual,G by Guess,Shoes,Black Havana Pu,18,18,TRUE,Black Havana Pu,Online only: 69% off,6.5
3165,2019-04-22T03:10:20Z,2019-04-22T03:10:20Z,Wild Diva Timberly-65 Women s Fashion L,Wild Diva,Shoes,Brown,31.79,31.79,TRUE,Brown,Online only,5.5 BM US
3166,2019-04-22T03:10:20Z,2019-04-22T03:10:20Z,Giani Bernini Womens Calae Closed Toe A,Giani Bernini,Shoes,Black,71.33,71.33,TRUE,Black,Online only: 45% off,7.5
3167,2019-04-22T03:10:20Z,2019-04-22T03:10:20Z,Giani Bernini Womens Fayee Open Toe Spe,Giani Bernini,Shoes,Oro,55.6,55.6,FALSE,Oro,Online only,9.5
3168,2019-04-22T03:10:20Z,2019-04-22T03:10:20Z,Mirranda Platform Wedge Sandals,American Rag,Shoes,Maple,34,34,FALSE,Maple,Online only,11M
3169,2019-04-22T03:10:18Z,2019-04-22T03:10:18Z,Ellie Shoes E-850-Vanity 8 MULE PLATFOR,ELLIE,Shoes,Clear/Black,52.6,52.6,FALSE,Clear/Black,Online only,6 M
3170,2019-04-22T03:10:18Z,2019-04-22T03:10:18Z,Mango-27 Women s Lace Up Buckle Strap C,Forever Link,Shoes,Brown,33.99,33.99,FALSE,Brown,Online only,7.5
3171,2019-04-22T03:10:18Z,2019-04-22T03:10:18Z,Mango-27 Women s Lace Up Buckle Strap C,Forever Link,Shoes,Brown,33.99,33.99,FALSE,Brown,Online only,6.5
3172,2019-04-22T03:10:18Z,2019-04-22T03:10:18Z,Ellie Shoes E-BP403-Kaden T Strap Heel,Ellie Shoes,Shoes,Red,56.67,56.67,FALSE,Red,Online only,11
3173,2019-04-22T03:10:18Z,2019-04-22T03:10:18Z,Ellie Shoes E-850-Vanity 8 MULE PLATFOR,ELLIE,Shoes,Clear/Black,51.1,51.1,FALSE,Clear/Black,Online only,10 M
3174,2019-04-22T03:01:07Z,2019-04-22T03:01:11Z,K-Swiss Women s X Lite Athletic Cmf Low,K-Swiss,Shoes,Turquoise / Clear Water,39.09,39.09,TRUE,Turquoise / Clear Water,Online only: 40% off,5M
3175,2019-04-22T03:01:07Z,2019-04-22T03:01:11Z,dawn ari platinum wedge sandals,sperry-top-sider,Shoes,Platinum,73.32,73.32,TRUE,Platinum,Online only,9.5 BM US
3176,2019-04-22T03:01:08Z,2019-04-22T03:01:08Z,Ellie 517-Chastity Women Peep Toe Rhine,Ellie,Shoes,RED,81.72,81.72,FALSE,RED,Online only,11
3177,2019-04-22T03:01:02Z,2019-04-22T03:01:08Z,women s trotters bowen tall waterproof,Trotters,Shoes,Dark Brown Rubberized PU/Balli,53.32,53.32,TRUE,Dark Brown Rubberized PU/Balli,Online only,5
3178,2019-04-22T03:00:54Z,2019-04-22T03:01:07Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Brown Printed Python,55.76,55.76,FALSE,Brown Printed Python,Online only,8.5
3179,2019-04-22T03:01:07Z,2019-04-22T03:01:07Z,"Women s SAS, Sunburst Sandal",SAS,Shoes,WHITE,126.95,126.95,FALSE,WHITE,Online only,9 N
3180,2019-04-22T03:01:06Z,2019-04-22T03:01:06Z,Steve Madden Women s Charity Mauve Fabr,Steve Madden,Shoes,Mauve,18.99,18.99,FALSE,Mauve,Online only: 83% off,9.5M
3181,2019-04-22T03:01:06Z,2019-04-22T03:01:06Z,Women s Drew Joy,Drew,Shoes,White Smooth Leather,127.96,127.96,TRUE,White Smooth Leather,Online only,6
3182,2019-04-22T03:01:06Z,2019-04-22T03:01:06Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Brown Printed Python,55.76,55.76,FALSE,Brown Printed Python,Online only,8
3183,2019-04-22T03:01:06Z,2019-04-22T03:01:06Z,Lauren Ralph Lauren Women s Kaliyah Boo,Keds,Shoes,Tan,104.99,104.99,TRUE,Tan,Online only,6 BM US
3184,2019-04-22T03:01:06Z,2019-04-22T03:01:06Z,Keds Women s Triple Core Fashion Sneake,Keds,Shoes,Peacoat Navy,43.96,43.96,FALSE,Peacoat Navy,Online only,10
3185,2019-04-22T03:01:05Z,2019-04-22T03:01:05Z,Keds Women s Kickstart Retro Court Mono,Keds,Shoes,Light Gray,54,54,FALSE,Light Gray,Online only,7.5 BM US
3186,2019-04-22T03:01:05Z,2019-04-22T03:01:05Z,Keds Women s Kickstart Retro Court Mono,Keds,Shoes,Navy,55,55,TRUE,Navy,Online only,6 M US
3187,2019-04-22T03:01:05Z,2019-04-22T03:01:05Z,Keds Women s Triple Lurex Fashion Sneak,Keds,Shoes,Champagne,58,58,FALSE,Champagne,Online only,8 BM US
3188,2019-04-22T03:01:05Z,2019-04-22T03:01:05Z,Women s Drew Joy,Drew,Shoes,White Smooth Leather,205.28,205.28,TRUE,White Smooth Leather,Online only,10.5
3189,2019-04-22T03:01:05Z,2019-04-22T03:01:05Z,Keds Women s Kickstart Retro Court Mono,Keds,Shoes,Navy,55,55,TRUE,Navy,Online only,11 M US
3190,2019-04-22T03:00:57Z,2019-04-22T03:01:03Z,Ellie Shoes E-511-Buckleup 5 Heel Stret,ELLIE,Shoes,Silver PU,59.28,59.28,FALSE,Silver PU,Online only,10
3191,2019-04-22T03:01:03Z,2019-04-22T03:01:03Z,Steve Madden Women s Ella Suede Black P,Steve Madden,Shoes,Black,18.95,18.95,FALSE,Black,Online only: 73% off,8.5M
3192,2019-04-22T03:00:57Z,2019-04-22T03:01:03Z,Ellie Shoes E-511-Buckleup 5 Heel Stret,ELLIE,Shoes,Black PU,57.28,57.28,FALSE,Black PU,Online only,14
3193,2019-04-22T03:01:03Z,2019-04-22T03:01:03Z,Steve Madden Women s Ella Suede Black P,Steve Madden,Shoes,Black,23.13,23.13,FALSE,Black,Online only: 67% off,7.5M
3194,2019-04-22T03:01:00Z,2019-04-22T03:01:00Z,Keds Women s Double Decker Sequin Knit,Keds,Shoes,Gray,58,58,FALSE,Gray,Online only,8 BM US
3195,2019-04-22T03:01:00Z,2019-04-22T03:01:00Z,Steve Madden Women s Ella Suede Black P,Steve Madden,Shoes,Black,23.07,23.07,FALSE,Black,Online only: 67% off,9M
3196,2019-04-22T03:01:00Z,2019-04-22T03:01:00Z,Steve Madden Women s Fiona Nubuck Black,Steve Madden,Shoes,Black,21.99,21.99,TRUE,Black,Online only: 92% off,6.5M
3197,2019-04-22T03:01:00Z,2019-04-22T03:01:00Z,Keds Women s Double Decker Sequin Knit,Keds,Shoes,Gray,58,58,FALSE,Gray,Online only,8.5 BM US
3198,2019-04-22T03:00:59Z,2019-04-22T03:00:59Z,Keds Women s Champion Lurex Fashion Sne,Keds,Shoes,Silver,52,52,FALSE,Silver,Online only,7.5 BM US
3199,2019-04-22T03:00:59Z,2019-04-22T03:00:59Z,Steve Madden Women s Cove Black Multi L,Steve Madden,Shoes,Black Multi,34.77,34.77,TRUE,Black Multi,Online only: 68% off,5.5M
3200,2019-04-22T03:00:58Z,2019-04-22T03:00:58Z,Keds Women s Kickstart Slub Stripe Fash,Keds,Shoes,Gray,55,55,FALSE,Gray,Online only,8 BM US
3201,2019-04-22T03:00:57Z,2019-04-22T03:00:57Z,reebok women s sublite authentic runnin,keds,Shoes,White,90.68,90.68,FALSE,White,Online only,8.5 BM US
3202,2019-04-22T03:00:56Z,2019-04-22T03:00:56Z,"Coin by City Classified, Women Chelsea",City Classified,Shoes,Charcoal Gray,32.99,32.99,TRUE,Charcoal Gray,Online only,US 9
3203,2019-04-22T03:00:56Z,2019-04-22T03:00:56Z,lauren ralph lauren women s tamia-bo-cw,Keds,Shoes,Porcini,53.07,53.07,TRUE,Porcini,Online only,8.5 BM US
3204,2019-04-22T03:00:56Z,2019-04-22T03:00:56Z,"Coky by Soda, Espadrille Cork Footbed S",Soda,Shoes,Black,32,32,FALSE,Black,Online only,US 5.5
3205,2019-04-22T03:00:55Z,2019-04-22T03:00:55Z,keds women s champion wool fashion snea,keds,Shoes,Forest Green,43.61,43.61,TRUE,Forest Green,Online only,6.5 BM US
3206,2019-04-22T02:01:47Z,2019-04-22T02:01:47Z,Vans - Womens Authentic Lo Pro Shoes,Vans,Shoes,Deep Orchid/True White,44.95,44.95,FALSE,Deep Orchid/True White,Online only,6 BM US Women / 4.5 DM US Men
3207,2019-04-21T09:57:18Z,2019-04-21T09:57:18Z,"trotters women s blast iii boot,black q",Trotters,Shoes,Black Waxy Faux Leather/Plain,47.66,47.66,FALSE,Black Waxy Faux Leather/Plain,Online only: 50% off,10
3208,2019-04-21T09:57:18Z,2019-04-21T09:57:18Z,"trotters women s blast iii boot,black q",Trotters,Shoes,Black Waxy Faux Leather/Plain,47.66,47.66,FALSE,Black Waxy Faux Leather/Plain,Online only: 50% off,9
3209,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,White,63.33,63.33,TRUE,White,Online only,10 W
3210,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Black,63.33,63.33,TRUE,Black,Online only,6.5
3211,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,Giani Bernini Womens Varaa Closed Toe C,Giani Bernini,Shoes,Oxblood,51.73,51.73,TRUE,Oxblood,Online only: 42% off,6.5
3212,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Gray,63.33,63.33,TRUE,Gray,Online only,6.5
3213,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Gray,63.33,63.33,TRUE,Gray,Online only,5 W
3214,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Gray,63.33,63.33,TRUE,Gray,Online only,8.5
3215,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,GOGO-307 Women s Block Heel Knee High M,Funtasma,Shoes,White Stretch Pat,41.75,41.75,TRUE,White Stretch Pat,Online only,5
3216,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,GOGO-307 Women s Block Heel Knee High M,Funtasma,Shoes,White Stretch Pat,41.75,41.75,TRUE,White Stretch Pat,Online only,14
3217,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,GOGO-300FL Women s Block Heel Knee High,Funtasma,Shoes,Black Stretch Pat,73.27,73.27,TRUE,Black Stretch Pat,Online only,13
3218,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,Giani Bernini Womens Sallee Leather Ope,Giani Bernini,Shoes,Fuschia,63.6,63.6,TRUE,Fuschia,Online only: 20% off,8
3219,2019-04-21T09:57:16Z,2019-04-21T09:57:16Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Silver,63.33,63.33,TRUE,Silver,Online only,8.5
3220,2019-04-21T09:57:15Z,2019-04-21T09:57:15Z,FUZZY Anita Women s Wide Width Walking,Fuzzy,Shoes,Silver,63.33,63.33,TRUE,Silver,Online only,11 W
3221,2019-04-21T09:57:15Z,2019-04-21T09:57:15Z,GOGO-307 Women s Block Heel Knee High M,Funtasma,Shoes,SILVER STR PATENT-MESH,39.95,39.95,FALSE,SILVER STR PATENT-MESH,Online only,13
3222,2019-04-21T09:57:15Z,2019-04-21T09:57:15Z,W1412 Women Fashion Sequin Sparkle Lace,Cammie,Shoes,Silver,14.99,14.99,FALSE,Silver,Online only,7
3223,2019-04-21T09:57:00Z,2019-04-21T09:57:00Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,12
3224,2019-04-21T09:57:00Z,2019-04-21T09:57:00Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,12
3225,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black Floral Velvet,69.95,69.95,TRUE,Black/Black Floral Velvet,Online only,10
3226,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Black Nubuck Leather,63.03,63.03,TRUE,Black Nubuck Leather,Online only,10
3227,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,9.5
3228,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,9
3229,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,6
3230,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Black Nubuck Leather,69.95,69.95,TRUE,Black Nubuck Leather,Online only: 36% off,7.5
3231,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Royal Blue/Blue Microsuede,69.95,69.95,TRUE,Royal Blue/Blue Microsuede,Online only,7.5
3232,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Black Nubuck Leather,69.95,69.95,TRUE,Black Nubuck Leather,Online only: 36% off,6
3233,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Black Nubuck Leather,41.97,41.97,FALSE,Black Nubuck Leather,Online only: 62% off,10
3234,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black Floral Velvet,69.95,69.95,TRUE,Black/Black Floral Velvet,Online only,8.5
3235,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black Floral Velvet,69.95,69.95,TRUE,Black/Black Floral Velvet,Online only,6.5
3236,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Royal Blue/Blue Microsuede,69.95,69.95,TRUE,Royal Blue/Blue Microsuede,Online only,8.5
3237,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,8.5
3238,2019-04-21T09:56:59Z,2019-04-21T09:56:59Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,Black Nubuck Leather,62.06,62.06,FALSE,Black Nubuck Leather,Online only,10.5
3239,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black Floral Velvet,69.95,69.95,TRUE,Black/Black Floral Velvet,Online only,11
3240,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Yellow/Yellow Marigold Microsu,69.95,69.95,TRUE,Yellow/Yellow Marigold Microsu,Online only,11
3241,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,8
3242,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Softwalk Womens Hampshire Black Snake F,Softwalk,Shoes,White,62.06,62.06,FALSE,White,Online only,US 9.5
3243,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black/Black Microsuede,69.95,69.95,TRUE,Black/Black/Black Microsuede,Online only,10
3244,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Yellow/Yellow Marigold Microsu,69.95,69.95,TRUE,Yellow/Yellow Marigold Microsu,Online only,13
3245,2019-04-21T09:56:58Z,2019-04-21T09:56:58Z,Women s Cheer Bow Mule,Bellini,Shoes,Black/Black Floral Velvet,55.96,55.96,TRUE,Black/Black Floral Velvet,Online only: 20% off,9
3246,2019-04-21T09:24:35Z,2019-04-21T09:24:35Z,Women Leatherette Quilted Strap Cigar H,Nature Breeze,Shoes,Tan,43.99,43.99,TRUE,Tan,Online only,10
3247,2019-04-21T09:24:15Z,2019-04-21T09:24:15Z,5   Heel Pumps Shoe,Ellie Shoes,Shoes,Black,42.98,42.98,TRUE,Black,Online only,Size 13
3248,2019-04-21T09:24:04Z,2019-04-21T09:24:04Z,Steve Madden Women s Berry Blush Ankle-,Steve Madden,Shoes,Blush,23.04,23.04,TRUE,Blush,Online only: 71% off,10M
3249,2019-04-21T09:23:58Z,2019-04-21T09:23:58Z,Nature Breeze BK25 Women Metallic Leath,Nature Breeze,Shoes,Light Gold,27.9,27.9,FALSE,Light Gold,Online only,6
3250,2019-04-21T09:23:45Z,2019-04-21T09:23:45Z,6 Inch Sexy High Heel Shoes Fetish Pump,SummitFashions,Shoes,Black/Red,71.94,71.94,TRUE,Black/Red,Online only: 21% off,14
3251,2019-04-21T09:23:44Z,2019-04-21T09:23:44Z,6 Inch Sexy High Heel Shoes Fetish Pump,SummitFashions,Shoes,Pink,71.94,71.94,TRUE,Pink,Online only: 21% off,8
3252,2019-04-21T09:23:43Z,2019-04-21T09:23:43Z,6 Inch Sexy High Heel Shoes Fetish Pump,SummitFashions,Shoes,Black/Red,71.94,71.94,TRUE,Black/Red,Online only: 21% off,13
3253,2019-04-21T09:23:43Z,2019-04-21T09:23:43Z,6 Inch Sexy High Heel Shoes Fetish Pump,SummitFashions,Shoes,Pink,71.94,71.94,TRUE,Pink,Online only: 21% off,11
3254,2019-04-21T09:23:38Z,2019-04-21T09:23:38Z,Qupid Women s Swirl-92 Mule,Qupid,Shoes,Rose Gold,29.99,29.99,TRUE,Rose Gold,Online only,5.5
3255,2019-04-21T09:23:28Z,2019-04-21T09:23:28Z,Women s Shaker 52 Ankle Boot,Demonia,Shoes,Black Vegan Leather,81.95,81.95,TRUE,Black Vegan Leather,Online only,6
3256,2019-04-21T09:23:24Z,2019-04-21T09:23:24Z,Women s Trotters Jenkins Slip-On,Trotters,Shoes,White,50.36,50.36,FALSE,White,Online only: 50% off,10.5 W
3257,2019-04-21T09:23:24Z,2019-04-21T09:23:24Z,Women s Trotters Jenkins Slip-On,Trotters,Shoes,Black Leather/Synthetic,50.36,50.36,FALSE,Black Leather/Synthetic,Online only: 50% off,9.5
3258,2019-04-21T09:23:23Z,2019-04-21T09:23:23Z,Women s Trotters Jenkins Slip-On,Trotters,Shoes,White,50.36,50.36,FALSE,White,Online only: 50% off,10.5
3259,2019-04-21T09:23:14Z,2019-04-21T09:23:14Z,Women s Trotters Gloria,Trotters,Shoes,Navy Soft Kid,142.6,142.6,TRUE,Navy Soft Kid,Online only,7
3260,2019-04-21T09:23:11Z,2019-04-21T09:23:11Z,Women s Diba True Stop By Ankle Boot,Diba True,Shoes,Whiskey/Cognac Suede/Leather,95.99,95.99,TRUE,Whiskey/Cognac Suede/Leather,Online only,6
3261,2019-04-21T09:23:11Z,2019-04-21T09:23:11Z,Women s Extra Wide Calf Knee-high Studd,Brinley Co.,Shoes,Taupe,39.99,39.99,FALSE,Taupe,Online only: 47% off,11
3262,2019-04-21T09:23:10Z,2019-04-21T09:23:10Z,Women s Trotters Gloria,Trotters,Shoes,White,155,155,TRUE,White,Online only,11.5
3263,2019-04-21T09:23:10Z,2019-04-21T09:23:10Z,Women s Extra Wide Calf Knee-high Studd,Brinley Co.,Shoes,Black,39.99,39.99,TRUE,Black,Online only: 47% off,9.5
3264,2019-04-21T09:22:46Z,2019-04-21T09:22:46Z,Women s Jacey Walking Shoe,Trotters,Shoes,Dark Red/Black Leather Kidskin,34.04,34.04,TRUE,Dark Red/Black Leather Kidskin,Online only: 74% off,10
3265,2019-04-21T09:22:45Z,2019-04-21T09:22:45Z,Women s Jacey Walking Shoe,Trotters,Shoes,Dark Red/Black Leather Kidskin,71.96,71.96,FALSE,Dark Red/Black Leather Kidskin,Online only,11.5
3266,2019-04-21T09:22:33Z,2019-04-21T09:22:33Z,Women s Liz Tumbled Flat,Trotters,Shoes,Aqua Leather,85.46,85.46,FALSE,Aqua Leather,Online only: 10% off,12
3267,2019-04-21T09:22:30Z,2019-04-21T09:22:30Z,Women s Liz Tumbled Flat,Trotters,Shoes,Pink Leather,85.46,85.46,FALSE,Pink Leather,Online only: 10% off,11
3268,2019-04-21T09:22:29Z,2019-04-21T09:22:29Z,Women s Liz Tumbled Flat,Trotters,Shoes,White,55.77,55.77,FALSE,White,Online only: 40% off,13
3269,2019-04-21T09:22:22Z,2019-04-21T09:22:22Z,Trotters Womens Shoes Flats Size 10 New,Trotters,Shoes,Red Perf Leather,83.97,83.97,FALSE,Red Perf Leather,Online only,12
3270,2019-04-21T09:22:12Z,2019-04-21T09:22:12Z,Women s Trotters Leatha Open Weave Fish,Trotters,Shoes,Black Leather,89.95,89.95,TRUE,Black Leather,Online only,8
3271,2019-04-21T09:22:07Z,2019-04-21T09:22:07Z,Women s Maris Open Toe Bootie,Trotters,Shoes,Navy Soft Nappa Leather/Stretc,114.95,114.95,TRUE,Navy Soft Nappa Leather/Stretc,Online only,9
3272,2019-04-21T09:21:46Z,2019-04-21T09:21:46Z,Women s Santo Dress Sandal,Not Rated,Shoes,Black,44.95,44.95,TRUE,Black,Online only,10 BM US
3273,2019-04-21T09:21:41Z,2019-04-21T09:21:41Z,Women s Arnello Flat,Trotters,Shoes,Grey Croco Stamp/Patent,69.95,69.95,TRUE,Grey Croco Stamp/Patent,Online only: 30% off,9
3274,2019-04-21T09:21:39Z,2019-04-21T09:21:39Z,Women s Arnello Flat,Trotters,Shoes,Black Croco Stamp/Patent,69.95,69.95,TRUE,Black Croco Stamp/Patent,Online only,8.5
3275,2019-04-21T09:21:39Z,2019-04-21T09:21:39Z,women s trotters lizzie oxford,trotters,Shoes,Black Cherry Woven/Smooth Leat,109.95,109.95,TRUE,Black Cherry Woven/Smooth Leat,Online only,13
3276,2019-04-21T09:21:34Z,2019-04-21T09:21:34Z,women s trotters lizzie oxford,trotters,Shoes,Cognac Woven/Smooth Leather,109.95,109.95,TRUE,Cognac Woven/Smooth Leather,Online only,5
3277,2019-04-21T09:21:12Z,2019-04-21T09:21:12Z,Women s Melinda Slip-On,Trotters,Shoes,Black Casual Leather/Snake,99.95,99.95,TRUE,Black Casual Leather/Snake,Online only,12
3278,2019-04-21T09:21:12Z,2019-04-21T09:21:12Z,Women s Melinda Slip-On,Trotters,Shoes,Dark Taupe Casual Leather/Snak,99.95,99.95,TRUE,Dark Taupe Casual Leather/Snak,Online only,7.5
3279,2019-04-21T09:21:12Z,2019-04-21T09:21:12Z,Women s Melinda Slip-On,Trotters,Shoes,Navy Casual Leather/Snake,99.95,99.95,TRUE,Navy Casual Leather/Snake,Online only,6
3280,2019-04-21T09:21:08Z,2019-04-21T09:21:08Z,Women s Trotters Lizzie Perf Oxford,Trotters,Shoes,Sand Nubuck,109.95,109.95,FALSE,Sand Nubuck,Online only,11
3281,2019-04-21T09:21:07Z,2019-04-21T09:21:07Z,Women s Trotters Lizzie Perf Oxford,Trotters,Shoes,Denim Nubuck,109.95,109.95,TRUE,Denim Nubuck,Online only,7.5
3282,2019-04-21T09:20:53Z,2019-04-21T09:20:53Z,Women s Trotters Joy Sneaker,Trotters,Shoes,Taupe Lizard Patent Suede/Nubu,109.95,109.95,FALSE,Taupe Lizard Patent Suede/Nubu,Online only,13
3283,2019-04-21T09:20:53Z,2019-04-21T09:20:53Z,Brinley Co. Womens Comfort Strap Riding,Brinley Co.,Shoes,Navy,54.99,54.99,FALSE,Navy,Was 99.99,6
3284,2019-04-21T09:20:53Z,2019-04-21T09:20:53Z,Brinley Co. Womens Comfort Wide Calf Fa,Brinley Co.,Shoes,Grey,54.99,54.99,TRUE,Grey,Was 99.99,5.5
3285,2019-04-21T09:20:50Z,2019-04-21T09:20:50Z,Women s Trotters Joy Sneaker,Trotters,Shoes,Black Mesh,109.95,109.95,TRUE,Black Mesh,Online only,9.5
3286,2019-04-21T09:13:05Z,2019-04-21T09:20:29Z,Tretorn Women s Carry 4 Velvet Patent L,Tretorn,Shoes,Rubino/Dark Black Cherry,25.02,25.02,TRUE,Rubino/Dark Black Cherry,Online only: 71% off,4.5M
3287,2019-04-21T09:18:40Z,2019-04-21T09:18:40Z,Wild Diva Women s Arina 06 Peep Toe Lac,Wild Diva,Shoes,Black,33.99,33.99,FALSE,Black,Online only,8.5 M US Women
3288,2019-04-21T09:18:08Z,2019-04-21T09:18:08Z,Women s Arnello Flat,Trotters,Shoes,Grey Croco Stamp/Patent,41.97,41.97,FALSE,Grey Croco Stamp/Patent,Online only: 58% off,8.5
3289,2019-04-21T09:17:42Z,2019-04-21T09:17:42Z,TOMS - Women s Deconstructed Alpargata,TOMS,Shoes,Bloom Hemp,49.79,49.79,TRUE,Bloom Hemp,Online only,7 BM US
3290,2019-04-21T09:17:07Z,2019-04-21T09:17:07Z,Womens Comfort Espadrille Mule Wedge,Brinley Co.,Shoes,Grey,37.99,37.99,FALSE,Grey,Online only: 46% off,8
3291,2019-04-21T09:17:07Z,2019-04-21T09:17:07Z,Womens Comfort Espadrille Mule Wedge,Brinley Co.,Shoes,Taupe,37.99,37.99,FALSE,Taupe,Online only: 46% off,9
3292,2019-04-21T09:16:44Z,2019-04-21T09:16:44Z,Women s Propet TOBAGO Strap Sandals BEI,Propet,Shoes,"Nutmeg Rebel, Bronze",72,72,FALSE,"Nutmeg Rebel, Bronze",Online only,11
3293,2019-04-21T09:16:42Z,2019-04-21T09:16:42Z,Women s Propet TOBAGO Strap Sandals BEI,Propet,Shoes,"Black Rebel, Pewter",72,72,FALSE,"Black Rebel, Pewter",Online only,7
3294,2019-04-21T09:16:41Z,2019-04-21T09:16:41Z,Women s Propet BREEZE Strap Sandals BRO,Propet,Shoes,Dsty Tp NB,76.95,76.95,TRUE,Dsty Tp NB,Online only,9.5 XX-Wide
3295,2019-04-21T09:16:22Z,2019-04-21T09:16:22Z,Women s Pleaser Pink Label Chloe 02 Pla,Pleaser Pink Label,Shoes,White,57.95,57.95,TRUE,White,Online only,14
3296,2019-04-21T09:16:13Z,2019-04-21T09:16:13Z,Womens Reese Leather Open Toe Casual Fl,Naturalizer,Shoes,Gingersnap,42.99,42.99,FALSE,Gingersnap,Online only: 46% off,8 Standard
3297,2019-04-21T09:16:12Z,2019-04-21T09:16:12Z,Women s Funtasma Gogo 306 Boot,Funtasma,Shoes,Red-White Stretch Patent,44.95,44.95,TRUE,Red-White Stretch Patent,Online only,9
3298,2019-04-21T09:16:04Z,2019-04-21T09:16:04Z,"Women s Skechers, Vinyasa Thong Sandals",SKECHERS,Shoes,SILVER,20.97,20.97,FALSE,SILVER,Online only: 40% off,9 M
3299,2019-04-21T09:15:51Z,2019-04-21T09:15:51Z,"PEACH-03, 3   Heel T-Strap Pump Shoes",PleaserUSA,Shoes,Baby Pink Multi Faux Leather,39.01,39.01,TRUE,Baby Pink Multi Faux Leather,Online only,Size 8
3300,2019-04-21T09:15:37Z,2019-04-21T09:15:37Z,Naturalizer Womens Naomi Fabric Closed,Naturalizer,Shoes,Mauve,18.09,18.09,FALSE,Mauve,Online only: 74% off,6
