,DATEADDED,DATEUPDATED,NAME,BRAND,PRIMARYCATEGORIES,COLORS,PRICES.AMOUNTMAX,PRICES.AMOUNTMIN,PRICES.AVAILABILITY,PRICES.COLOR,PRICES.OFFER,PRICES.SIZE
5818,2019-04-19T07:06:21Z,2019-04-19T07:06:21Z,BRECKELLES AF29 WOMEN LEATHERETTE PLATI,BRECKELLES,SHOES,MILITARY GREEN,44.99,44.99,FALSE,MILITARY GREEN,ONLINE ONLY,8
5819,2019-04-19T07:06:20Z,2019-04-19T07:06:20Z,BRECKELLE AF57 WOMEN LEATHERETTE MILITA,BRECKELLES,SHOES,BEIGE,45.9,45.9,FALSE,BEIGE,ONLINE ONLY,10
5820,2019-04-19T07:06:20Z,2019-04-19T07:06:20Z,BRECKELLE AF57 WOMEN LEATHERETTE MILITA,BRECKELLES,SHOES,BEIGE,45.9,45.9,FALSE,BEIGE,ONLINE ONLY,9
5821,2019-04-19T07:06:20Z,2019-04-19T07:06:20Z,WOMENS RUFFLE FAUX SUEDE ANKLE-STRAP HE,BRINLEY CO.,SHOES,TAUPE,37.99,37.99,TRUE,TAUPE,ONLINE ONLY: 49% OFF,8.5
5822,2019-04-19T07:06:20Z,2019-04-19T07:06:20Z,BRECKELLE AF57 WOMEN LEATHERETTE MILITA,BRECKELLES,SHOES,BEIGE,45.9,45.9,FALSE,BEIGE,ONLINE ONLY,8.5
5823,2019-04-19T07:06:20Z,2019-04-19T07:06:20Z,BRECKELLE AF57 WOMEN LEATHERETTE MILITA,BRECKELLES,SHOES,BEIGE,45.9,45.9,FALSE,BEIGE,ONLINE ONLY,11
5824,2019-04-19T07:06:18Z,2019-04-19T07:06:18Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,TAN,37.98,37.98,FALSE,TAN,ONLINE ONLY,7.5
5825,2019-04-19T07:06:18Z,2019-04-19T07:06:18Z,YELLOW BOX WOMEN S ATTWELL FLAT SANDAL,YELLOW BOX,SHOES,CLEAR,39.96,39.96,TRUE,CLEAR,ONLINE ONLY: 20% OFF,7
5826,2019-04-19T07:06:18Z,2019-04-19T07:06:18Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,TAN,37.98,37.98,TRUE,TAN,ONLINE ONLY,6
5827,2019-04-19T07:06:18Z,2019-04-19T07:06:18Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,BLACK,37.98,37.98,FALSE,BLACK,ONLINE ONLY,6.5
5828,2019-04-19T07:06:18Z,2019-04-19T07:06:18Z,WOMENS LADIES COWBOY BOOTS WESTERN COWG,SHESOLE,SHOES,BLACK,85.99,85.99,FALSE,BLACK,ONLINE ONLY,US 6
5829,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,TAN,37.98,37.98,FALSE,TAN,ONLINE ONLY,5.5
5830,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,TAN,37.98,37.98,FALSE,TAN,ONLINE ONLY,10
5831,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,NEW BLACK SUEDE,29.99,29.99,FALSE,NEW BLACK SUEDE,ONLINE ONLY,7 BM US
5832,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,CAPE ROBBIN SUZZY 43 WOMENS STUDDED HOO,CAPE ROBBIN,SHOES,BLACK,39.95,39.95,TRUE,BLACK,ONLINE ONLY,8
5833,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,YELLOW BOX WOMEN S ATTWELL FLAT SANDAL,YELLOW BOX,SHOES,CLEAR,34.97,34.97,TRUE,CLEAR,ONLINE ONLY: 30% OFF,7.5
5834,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,CAPE ROBBIN SUZZY 43 WOMENS STUDDED HOO,CAPE ROBBIN,SHOES,BLACK,39.95,39.95,TRUE,BLACK,ONLINE ONLY,8.5
5835,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,BLACK,37.98,37.98,FALSE,BLACK,ONLINE ONLY,7.5
5836,2019-04-19T07:06:17Z,2019-04-19T07:06:17Z,BRECKELLES AD94 WOMEN LEATHERETTE DESIG,BRECKELLES,SHOES,BLACK,37.98,37.98,FALSE,BLACK,ONLINE ONLY,9
5837,2019-04-19T07:06:16Z,2019-04-19T07:06:16Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,BEIGE,34.99,34.99,TRUE,BEIGE,ONLINE ONLY,11 BM US
5838,2019-04-19T07:06:16Z,2019-04-19T07:06:16Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,WINE,34.99,34.99,FALSE,WINE,ONLINE ONLY,9 BM US
5839,2019-04-19T07:06:16Z,2019-04-19T07:06:16Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,BEIGE,27,27,FALSE,BEIGE,ONLINE ONLY,6 BM US
5840,2019-04-19T07:06:16Z,2019-04-19T07:06:16Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,NEW BLACK SUEDE,29.99,29.99,FALSE,NEW BLACK SUEDE,ONLINE ONLY,8.5 BM US
5841,2019-04-19T07:06:16Z,2019-04-19T07:06:16Z,BRECKELLES WOMEN S HEATHER-34 FAUX SUED,BRECKELLE S,SHOES,BEIGE,34.99,34.99,FALSE,BEIGE,ONLINE ONLY,10 BM US
5842,2019-04-19T07:06:15Z,2019-04-19T07:06:15Z,CAPE ROBBIN WOMEN S POINTY TOE METALLIC,CAPE ROBBIN,SHOES,BLACK,39.99,39.99,TRUE,BLACK,ONLINE ONLY,8.5 BM US
5843,2019-04-19T07:00:00Z,2019-04-19T07:06:02Z,WOMEN S L ARTISTE BY SPRING STEP BROOKE,L ARTISTE BY SPRING STEP,SHOES,YELLOW MULTI LEATHER,119.95,119.95,FALSE,YELLOW MULTI LEATHER,ONLINE ONLY,42
5844,2019-04-19T07:00:00Z,2019-04-19T07:06:02Z,WOMEN S L ARTISTE BY SPRING STEP BARBIE,L ARTISTE BY SPRING STEP,SHOES,CAMEL MULTI LEATHER/TEXTILE,143.99,143.99,FALSE,CAMEL MULTI LEATHER/TEXTILE,ONLINE ONLY,41
5845,2019-04-19T07:00:00Z,2019-04-19T07:06:02Z,WOMEN S L ARTISTE BY SPRING STEP CAICOS,L ARTISTE BY SPRING STEP,SHOES,BLUE MULTI LEATHER,99.95,99.95,TRUE,BLUE MULTI LEATHER,ONLINE ONLY,37
5846,2019-04-19T07:00:00Z,2019-04-19T07:06:02Z,WOMEN S FUNTASMA GOGO 300UV,FUNTASMA,SHOES,NEON ORANGE STRETCH PATENT,43.95,43.95,TRUE,NEON ORANGE STRETCH PATENT,ONLINE ONLY,10
5847,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S FUNTASMA GOGO 306 BOOT,FUNTASMA,SHOES,BABY PINK-WHITE STRETCH PATENT,44.95,44.95,TRUE,BABY PINK-WHITE STRETCH PATENT,ONLINE ONLY,10
5848,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S PLEASER DELIGHT 1018G,PLEASER,SHOES,NEON PINK GLITTER/NEON PINK GL,61.32,61.32,FALSE,NEON PINK GLITTER/NEON PINK GL,ONLINE ONLY,8
5849,2019-04-19T07:05:03Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP GLENNI,L ARTISTE BY SPRING STEP,SHOES,GREY MULTI LEATHER,89.95,89.95,TRUE,GREY MULTI LEATHER,ONLINE ONLY,37
5850,2019-04-19T07:05:03Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP KLASIK,L ARTISTE BY SPRING STEP,SHOES,BLUE MULTI SYNTHETIC/LEATHER,109.95,109.95,TRUE,BLUE MULTI SYNTHETIC/LEATHER,ONLINE ONLY,42
5851,2019-04-19T07:05:03Z,2019-04-19T07:06:01Z,GOGO-307 WOMEN S BLOCK HEEL KNEE HIGH M,FUNTASMA,SHOES,HOT PINK STRETCH PAT,39.95,39.95,FALSE,HOT PINK STRETCH PAT,ONLINE ONLY,16
5852,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S FUNTASMA GOGO 307 KNEE HIGH BOO,FUNTASMA,SHOES,HOT PINK STRETCH PATENT/MESH,37.15,37.15,TRUE,HOT PINK STRETCH PATENT/MESH,ONLINE ONLY,8
5853,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,GENUINE GRIP FOOTWEAR WOMENS 1110 ATHLE,GENUINE GRIP FOOTWEAR,SHOES,BLACK LEATHER,51.9,51.9,TRUE,BLACK LEATHER,ONLINE ONLY,9.5
5854,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP GLENNI,L ARTISTE BY SPRING STEP,SHOES,GREY MULTI LEATHER,89.95,89.95,TRUE,GREY MULTI LEATHER,ONLINE ONLY,40
5855,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,GENUINE GRIP FOOTWEAR WOMENS 1110 ATHLE,GENUINE GRIP FOOTWEAR,SHOES,BLACK LEATHER,52,52,TRUE,BLACK LEATHER,ONLINE ONLY,7
5856,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S FUNTASMA GOGO 306 BOOT,FUNTASMA,SHOES,RED-WHITE STRETCH PATENT,44.95,44.95,TRUE,RED-WHITE STRETCH PATENT,ONLINE ONLY,6
5857,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,GOGO-307 WOMEN S BLOCK HEEL KNEE HIGH M,FUNTASMA,SHOES,HOT PINK STR PATENT-MESH,39.95,39.95,FALSE,HOT PINK STR PATENT-MESH,ONLINE ONLY,13
5858,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S FUNTASMA GOGO 307 KNEE HIGH BOO,FUNTASMA,SHOES,BLACK STRETCH PATENT/MESH,37.15,37.15,TRUE,BLACK STRETCH PATENT/MESH,ONLINE ONLY,10
5859,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP JEXA C,L ARTISTE BY SPRING STEP,SHOES,GREY MULTI LEATHER,89.95,89.95,TRUE,GREY MULTI LEATHER,ONLINE ONLY,41
5860,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP GIAN B,L ARTISTE BY SPRING STEP,SHOES,BEIGE LEATHER,119.95,119.95,TRUE,BEIGE LEATHER,ONLINE ONLY,39
5861,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP GLENNI,L ARTISTE BY SPRING STEP,SHOES,GREY MULTI LEATHER,89.95,89.95,TRUE,GREY MULTI LEATHER,ONLINE ONLY,35
5862,2019-04-19T07:06:01Z,2019-04-19T07:06:01Z,WOMEN S L ARTISTE BY SPRING STEP FLASH,L ARTISTE BY SPRING STEP,SHOES,NAVY CRUSHED LEATHER,153.32,153.32,TRUE,NAVY CRUSHED LEATHER,ONLINE ONLY,40
5863,2019-04-19T07:05:03Z,2019-04-19T07:06:01Z,GOGO-307 WOMEN S BLOCK HEEL KNEE HIGH M,FUNTASMA,SHOES,HOT PINK STRETCH PAT,37.15,37.15,TRUE,HOT PINK STRETCH PAT,ONLINE ONLY,5
5864,2019-04-19T07:06:00Z,2019-04-19T07:06:00Z,GENUINE GRIP WOMEN S BLACK CASUAL OXFOR,GENUINE GRIP,SHOES,WHITE SOFT FULL GRAIN LEATHER,52.2,52.2,TRUE,WHITE SOFT FULL GRAIN LEATHER,ONLINE ONLY: 24% OFF,11
5865,2019-04-19T07:06:00Z,2019-04-19T07:06:00Z,GENUINE GRIP FOOTWEAR WOMENS 1110 ATHLE,GENUINE GRIP FOOTWEAR,SHOES,WHITE LEATHER,45,45,TRUE,WHITE LEATHER,ONLINE ONLY: 26% OFF,9.5
5866,2019-04-19T07:06:00Z,2019-04-19T07:06:00Z,WOMEN S GENUINE GRIP FOOTWEAR SLIP-RESI,GENUINE GRIP FOOTWEAR,SHOES,WHITE EVA,33.3,33.3,TRUE,WHITE EVA,ONLINE ONLY: 31% OFF,7
5867,2019-04-19T07:06:00Z,2019-04-19T07:06:00Z,WOMEN S FUNTASMA DAME 05,FUNTASMA,SHOES,IVORY PU,46.45,46.45,TRUE,IVORY PU,ONLINE ONLY,10
5868,2019-04-19T07:05:43Z,2019-04-19T07:05:43Z,WOMEN S FUNTASMA DAME 05,FUNTASMA,SHOES,BABY PINK PU/LACE,46.45,46.45,TRUE,BABY PINK PU/LACE,ONLINE ONLY,10
5869,2019-04-19T07:05:43Z,2019-04-19T07:05:43Z,WOMEN S FUNTASMA DAME 05,FUNTASMA,SHOES,BLACK PU/LACE,46.45,46.45,TRUE,BLACK PU/LACE,ONLINE ONLY,11
5870,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,RED STRETCH PATENT,50.17,50.17,TRUE,RED STRETCH PATENT,ONLINE ONLY,10
5871,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,SILVER STRETCH PU,46.29,46.29,FALSE,SILVER STRETCH PU,ONLINE ONLY,11
5872,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S FUNTASMA GOGO 307 KNEE HIGH BOO,FUNTASMA,SHOES,BLACK STRETCH PATENT/MESH,37.15,37.15,TRUE,BLACK STRETCH PATENT/MESH,ONLINE ONLY,6
5873,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S FUNTASMA DAME 05,FUNTASMA,SHOES,BLACK PU/LACE,46.45,46.45,TRUE,BLACK PU/LACE,ONLINE ONLY,10
5874,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S FUNTASMA GOGO 306 BOOT,FUNTASMA,SHOES,BABY PINK-WHITE STRETCH PATENT,44.95,44.95,TRUE,BABY PINK-WHITE STRETCH PATENT,ONLINE ONLY,11
5875,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,WHITE STRETCH PATENT,49.13,49.13,FALSE,WHITE STRETCH PATENT,ONLINE ONLY,8
5876,2019-04-19T07:05:42Z,2019-04-19T07:05:42Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,WHITE STRETCH PATENT,50.17,50.17,TRUE,WHITE STRETCH PATENT,ONLINE ONLY,7
5877,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,WHITE STRETCH PATENT,44.95,44.95,TRUE,WHITE STRETCH PATENT,ONLINE ONLY: 17% OFF,9
5878,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,RED STRETCH PATENT,50.17,50.17,TRUE,RED STRETCH PATENT,ONLINE ONLY,6
5879,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,SILVER STRETCH PU,50.17,50.17,TRUE,SILVER STRETCH PU,ONLINE ONLY,9
5880,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,HOT PINK STRETCH PATENT,50.17,50.17,TRUE,HOT PINK STRETCH PATENT,ONLINE ONLY,13
5881,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,SILVER STRETCH PU,46.29,46.29,FALSE,SILVER STRETCH PU,ONLINE ONLY,10
5882,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,WHITE STRETCH PATENT,44.95,44.95,TRUE,WHITE STRETCH PATENT,ONLINE ONLY: 17% OFF,12
5883,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S FUNTASMA GOGO 307 KNEE HIGH BOO,FUNTASMA,SHOES,BLACK STRETCH PATENT/MESH,37.15,37.15,TRUE,BLACK STRETCH PATENT/MESH,ONLINE ONLY,9
5884,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,HOT PINK STRETCH PATENT,50.17,50.17,TRUE,HOT PINK STRETCH PATENT,ONLINE ONLY,12
5885,2019-04-19T07:05:41Z,2019-04-19T07:05:41Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,HOT PINK STRETCH PATENT,50.17,50.17,TRUE,HOT PINK STRETCH PATENT,ONLINE ONLY,10
5886,2019-04-19T07:05:40Z,2019-04-19T07:05:40Z,WOMEN S FUNTASMA GOGO 306 BOOT,FUNTASMA,SHOES,BABY PINK-WHITE STRETCH PATENT,44.95,44.95,TRUE,BABY PINK-WHITE STRETCH PATENT,ONLINE ONLY,7
5887,2019-04-19T07:05:40Z,2019-04-19T07:05:40Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,HOT PINK STRETCH PATENT,50.17,50.17,TRUE,HOT PINK STRETCH PATENT,ONLINE ONLY,11
5888,2019-04-19T07:05:40Z,2019-04-19T07:05:40Z,WOMEN S FUNTASMA GOGO 307 KNEE HIGH BOO,FUNTASMA,SHOES,BLACK STRETCH PATENT/MESH,37.15,37.15,TRUE,BLACK STRETCH PATENT/MESH,ONLINE ONLY,8
5889,2019-04-19T07:05:40Z,2019-04-19T07:05:40Z,WOMEN S EXOTICA 2000,FUNTASMA,SHOES,WHITE STRETCH PATENT,50.17,50.17,TRUE,WHITE STRETCH PATENT,ONLINE ONLY,11
5890,2019-04-19T07:05:39Z,2019-04-19T07:05:39Z,WOMEN S PLEASER PINK LABEL QUEEN 04 PUM,PLEASER,SHOES,CREAM PATENT,59.95,59.95,TRUE,CREAM PATENT,ONLINE ONLY,11
5891,2019-04-19T07:05:39Z,2019-04-19T07:05:39Z,WOMEN S GENUINE GRIP FOOTWEAR SLIP-RESI,GENUINE GRIP,SHOES,WHITE LEATHER,50,50,TRUE,WHITE LEATHER,ONLINE ONLY,11
5892,2019-04-19T07:05:39Z,2019-04-19T07:05:39Z,WOMEN S GENUINE GRIP FOOTWEAR SLIP-RESI,GENUINE GRIP FOOTWEAR,SHOES,BLACK EVA,33.3,33.3,TRUE,BLACK EVA,ONLINE ONLY: 31% OFF,10
5893,2019-04-19T07:05:39Z,2019-04-19T07:05:39Z,WOMEN S GENUINE GRIP FOOTWEAR SLIP-RESI,GENUINE GRIP FOOTWEAR,SHOES,BLACK EVA,33.3,33.3,TRUE,BLACK EVA,ONLINE ONLY: 31% OFF,11
5894,2019-04-19T07:05:39Z,2019-04-19T07:05:39Z,WOMEN S PLEASER PINK LABEL QUEEN 04 PUM,PLEASER,SHOES,HOT PINK PATENT,59.95,59.95,TRUE,HOT PINK PATENT,ONLINE ONLY,16
5895,2019-04-19T07:05:38Z,2019-04-19T07:05:38Z,WOMEN S PLEASER PINK LABEL QUEEN 04 PUM,PLEASER,SHOES,WHITE,59.95,59.95,TRUE,WHITE,ONLINE ONLY,13
5896,2019-04-19T07:05:38Z,2019-04-19T07:05:38Z,WOMEN S PLEASER PINK LABEL QUEEN 04 PUM,PLEASER,SHOES,BLACK PATENT,59.95,59.95,TRUE,BLACK PATENT,ONLINE ONLY,9
5897,2019-04-19T07:05:38Z,2019-04-19T07:05:38Z,WOMEN S PLEASER PINK LABEL QUEEN 04 PUM,PLEASER,SHOES,RED PATENT,59.95,59.95,TRUE,RED PATENT,ONLINE ONLY,12
5898,2019-04-19T07:05:38Z,2019-04-19T07:05:38Z,WOMEN S PLEASER SEDUCE 3010,PLEASER,SHOES,BLACK PATENT,63.95,63.95,TRUE,BLACK PATENT,ONLINE ONLY,9
5899,2019-04-19T07:05:37Z,2019-04-19T07:05:37Z,WOMEN S FINN ANKLE BOOTIE,INDIGO RD.,SHOES,NEW SATTEL,39.99,39.99,TRUE,NEW SATTEL,ONLINE ONLY: 33% OFF,9
5900,2019-04-19T07:04:53Z,2019-04-19T07:05:35Z,WOMEN S PLEASER PINK LABEL QUEEN 100 FR,PLEASER PINK LABEL,SHOES,BLACK PATENT,61.95,61.95,TRUE,BLACK PATENT,ONLINE ONLY,13
5901,2019-04-19T07:05:33Z,2019-04-19T07:05:33Z,WOMEN S DREW KRISTA LACE UP BOOTIE,DREW-SHOE,SHOES,BLACK SMOOTH LEATHER,169.09,169.09,FALSE,BLACK SMOOTH LEATHER,ONLINE ONLY: 11% OFF,6 M
5902,2019-04-19T06:59:48Z,2019-04-19T07:05:33Z,WOMEN S GINGER FISHERMAN SHOE,DREW,SHOES,CORK NUBUCK,88.41,88.41,TRUE,CORK NUBUCK,ONLINE ONLY: 48% OFF,10
5903,2019-04-19T06:59:48Z,2019-04-19T07:05:33Z,WOMEN S HEAL USA ECHO,HEAL USA,SHOES,RED SOLID,49.95,49.95,FALSE,RED SOLID,ONLINE ONLY: 17% OFF,7
5904,2019-04-19T06:59:48Z,2019-04-19T07:05:33Z,"FABULOUS-3035, 8 3/4   HEEL 8 1/4   THI",PLEASER,SHOES,PURPLE CRINKLE PAT-GLITTER,137.95,137.95,FALSE,PURPLE CRINKLE PAT-GLITTER,ONLINE ONLY,SIZE 10
5905,2019-04-19T07:05:33Z,2019-04-19T07:05:33Z,WOMEN S L ARTISTE BY SPRING STEP AHITOP,L ARTISTE BY SPRING STEP,SHOES,GREY MULTI LEATHER,119.95,119.95,TRUE,GREY MULTI LEATHER,ONLINE ONLY,39
5906,2019-04-19T07:05:32Z,2019-04-19T07:05:32Z,WOMEN S L ARTISTE BY SPRING STEP PORSCH,L ARTISTE BY SPRING STEP,SHOES,RED MULTI LEATHER,143.93,143.93,TRUE,RED MULTI LEATHER,ONLINE ONLY,39
5907,2019-04-19T07:04:59Z,2019-04-19T07:05:31Z,WOMEN S L ARTISTE BY SPRING STEP CAIMAN,L ARTISTE BY SPRING STEP,SHOES,RED MULTI LEATHER,89.95,89.95,TRUE,RED MULTI LEATHER,ONLINE ONLY,36
5908,2019-04-19T07:05:31Z,2019-04-19T07:05:31Z,WOMEN S PLEASER ADORE 1019 OPEN TOE BOO,PLEASER,SHOES,NEON HOT PINK FAUX LEATHER/NEO,49.23,49.23,FALSE,NEON HOT PINK FAUX LEATHER/NEO,ONLINE ONLY,7
5909,2019-04-19T07:04:59Z,2019-04-19T07:05:31Z,WOMEN S L ARTISTE BY SPRING STEP KYSAND,L ARTISTE BY SPRING STEP,SHOES,SKY BLUE MULTI LEATHER,99.95,99.95,TRUE,SKY BLUE MULTI LEATHER,ONLINE ONLY,37
5910,2019-04-19T07:05:31Z,2019-04-19T07:05:31Z,WOMEN S L ARTISTE BY SPRING STEP CAIMAN,LARTISTE-BY-SPRING-STEP,SHOES,RED MULTI LEATHER,137.92,137.92,TRUE,RED MULTI LEATHER,ONLINE ONLY,35
5911,2019-04-19T07:04:59Z,2019-04-19T07:05:31Z,WOMEN S L ARTISTE BY SPRING STEP CAICOS,L ARTISTE BY SPRING STEP,SHOES,CAMEL MULTI LEATHER,109.69,109.69,TRUE,CAMEL MULTI LEATHER,ONLINE ONLY,39
5912,2019-04-19T07:04:59Z,2019-04-19T07:05:31Z,WOMEN S L ARTISTE BY SPRING STEP CAICOS,L ARTISTE BY SPRING STEP,SHOES,BLUE MULTI LEATHER,99.95,99.95,TRUE,BLUE MULTI LEATHER,ONLINE ONLY,42
5913,2019-04-19T07:04:59Z,2019-04-19T07:05:31Z,WOMEN S PLEASER ADORE 1019 OPEN TOE BOO,PLEASER,SHOES,BLACK SUEDE/BLACK MATTE,99.95,99.95,TRUE,BLACK SUEDE/BLACK MATTE,ONLINE ONLY,8
5914,2019-04-19T07:05:31Z,2019-04-19T07:05:31Z,WOMEN S PLEASER ADORE 1019 OPEN TOE BOO,PLEASER,SHOES,NEON HOT PINK FAUX LEATHER/NEO,31.77,31.77,FALSE,NEON HOT PINK FAUX LEATHER/NEO,ONLINE ONLY: 40% OFF,9
5915,2019-04-19T07:05:31Z,2019-04-19T07:05:31Z,WOMEN S PLEASER ADORE 1019 OPEN TOE BOO,PLEASER,SHOES,NEON HOT PINK FAUX LEATHER/NEO,31.77,31.77,FALSE,NEON HOT PINK FAUX LEATHER/NEO,ONLINE ONLY: 40% OFF,6
5916,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,DOL50 BY PLEASER SEXY 5 CHUNKY HEEL PIN,PLEASER,SHOES,BLK STR PAT/BLK,89.95,89.95,FALSE,BLK STR PAT/BLK,ONLINE ONLY,SIZE 12
5917,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,BLACK FAUX LEATHER/BLACK MATTE,93.95,93.95,TRUE,BLACK FAUX LEATHER/BLACK MATTE,ONLINE ONLY,8
5918,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,BLACK PATENT/BLACK,93.95,93.95,TRUE,BLACK PATENT/BLACK,ONLINE ONLY,9
5919,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,DOL50 BY PLEASER SEXY 5 CHUNKY HEEL PIN,PLEASER,SHOES,BLK STR PAT/BLK,89.95,89.95,TRUE,BLK STR PAT/BLK,ONLINE ONLY,SIZE 9
5920,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,NEON HOT PINK FAUX LEATHER/HOT,99.95,99.95,TRUE,NEON HOT PINK FAUX LEATHER/HOT,ONLINE ONLY,6
5921,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,BLACK PATENT/BLACK,93.95,93.95,FALSE,BLACK PATENT/BLACK,ONLINE ONLY,7
5922,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,BLACK FAUX LEATHER/BLACK MATTE,93.95,93.95,TRUE,BLACK FAUX LEATHER/BLACK MATTE,ONLINE ONLY,5
5923,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,DOL50 BY PLEASER SEXY 5 CHUNKY HEEL PIN,PLEASER,SHOES,BLACK STRETCH FAUX LEATHER AND,89.95,89.95,TRUE,BLACK STRETCH FAUX LEATHER AND,ONLINE ONLY,9
5924,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,NEON H PINK FAUX LE/H PINK MAT,99.95,99.95,TRUE,NEON H PINK FAUX LE/H PINK MAT,ONLINE ONLY,11
5925,2019-04-19T07:05:30Z,2019-04-19T07:05:30Z,WOMEN S PLEASER ILLUSION 1021 OPEN-TOE,PLEASER,SHOES,NEON HOT PINK FAUX LEATHER/HOT,99.95,99.95,TRUE,NEON HOT PINK FAUX LEATHER/HOT,ONLINE ONLY,7
5926,2019-04-19T07:05:29Z,2019-04-19T07:05:29Z,DOL50 BY PLEASER SEXY 5 CHUNKY HEEL PIN,PLEASER,SHOES,BLK STR PAT/BLK,89.95,89.95,FALSE,BLK STR PAT/BLK,ONLINE ONLY,SIZE 10
