,DATEADDED,DATEUPDATED,NAME,BRAND,PRIMARYCATEGORIES,COLORS,PRICES.AMOUNTMAX,PRICES.AMOUNTMIN,PRICES.AVAILABILITY,PRICES.COLOR,PRICES.OFFER,PRICES.SIZE
2021,2019-04-25T04:03:25Z,2019-04-25T04:03:25Z,AEROSOLES WOMEN S PLUSH AHEAD WEDGE SAN,AEROSOLES,SHOES,CORAL,63.2,63.2,TRUE,CORAL,ONLINE ONLY: 20% OFF,10
2022,2019-04-25T04:03:22Z,2019-04-25T04:03:22Z,"AEROSOFT WOMENS TIC-TAC, FUSIA, 11",AEROSOFT,SHOES,PURPLE,22.95,22.95,FALSE,PURPLE,ONLINE ONLY,9
2023,2019-04-25T04:03:14Z,2019-04-25T04:03:14Z,ZIGI SOHO WOMENS MELAA OPEN TOE SPECIAL,ZIGI SOHO,SHOES,PINK/BLUE/YELLOW,35.4,35.4,FALSE,PINK/BLUE/YELLOW,ONLINE ONLY: 40% OFF,8.5
2024,2019-04-25T04:03:12Z,2019-04-25T04:03:12Z,CITY CLASSIFIED WOME S POINTY TOE CUTOU,CITY CLASSIFIED,SHOES,BLUE,22.99,22.99,FALSE,BLUE,ONLINE ONLY,5.5 BM US
2025,2019-04-25T04:03:12Z,2019-04-25T04:03:12Z,EARTH ORIGINS PORTIA WOMENS SUEDE KNEE,EARTH ORIGIN,SHOES,NAVY,34.97,34.97,FALSE,NAVY,ONLINE ONLY,7
2026,2019-04-25T04:01:50Z,2019-04-25T04:03:12Z,EASY SPIRIT WOMEN S TAKEIT MULE,EASY SPIRIT,SHOES,WHITE,109.27,109.27,TRUE,WHITE,ONLINE ONLY,7 BM US
2027,2019-04-25T04:01:50Z,2019-04-25T04:03:12Z,CITY CLASSIFIED WOME S POINTY TOE CUTOU,CITY CLASSIFIED,SHOES,BLACK,22.99,22.99,FALSE,BLACK,ONLINE ONLY,6.5 BM US
2028,2019-04-25T04:03:12Z,2019-04-25T04:03:12Z,EARTH ORIGINS PORTIA WOMENS SUEDE KNEE,EARTH ORIGIN,SHOES,ALMOND,34.97,34.97,FALSE,ALMOND,ONLINE ONLY,8.5
2029,2019-04-25T04:03:12Z,2019-04-25T04:03:12Z,EASY SPIRIT KAMLET WOMEN ROUND TOE BOOT,EASY SPIRIT,SHOES,DARK PURPLE,71.14,71.14,TRUE,DARK PURPLE,ONLINE ONLY,9
2030,2019-04-25T04:01:34Z,2019-04-25T04:03:04Z,AEROSOLES WOMEN S MID LEVEL HEELED SAND,AEOROSOLES,SHOES,DENIM COMBO,63.2,63.2,TRUE,DENIM COMBO,ONLINE ONLY,9.5
2031,2019-04-25T04:02:39Z,2019-04-25T04:03:02Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,OLIVE,21.99,21.99,TRUE,OLIVE,ONLINE ONLY,7.5 BM US
2032,2019-04-25T04:02:38Z,2019-04-25T04:03:01Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,OLIVE,21.99,21.99,FALSE,OLIVE,ONLINE ONLY,8 BM US
2033,2019-04-25T04:02:37Z,2019-04-25T04:03:01Z,EASY SPIRIT WOMENS GARIMA CLOSED TOE MA,EASY SPIRIT,SHOES,BLACK,50.99,50.99,TRUE,BLACK,ONLINE ONLY: 32% OFF,12
2034,2019-04-25T04:02:38Z,2019-04-25T04:03:01Z,EASY SPIRIT WOMENS DEVITT LEATHER CLOSE,EASY SPIRIT,SHOES,WHITE,80.95,80.95,TRUE,WHITE,ONLINE ONLY,8
2035,2019-04-25T04:02:38Z,2019-04-25T04:03:01Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,BEIGE,21.99,21.99,FALSE,BEIGE,ONLINE ONLY,8 BM US
2036,2019-04-25T04:02:38Z,2019-04-25T04:03:01Z,EASY SPIRIT WOMENS MOTION LEATHER ALMON,EASY SPIRIT,SHOES,BLACK,42.83,42.83,TRUE,BLACK,ONLINE ONLY: 46% OFF,8.5
2037,2019-04-25T04:02:38Z,2019-04-25T04:03:01Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,BEIGE,21.99,21.99,FALSE,BEIGE,ONLINE ONLY,10 BM US
2038,2019-04-25T04:02:40Z,2019-04-25T04:02:40Z,WOMEN S SOFTWALK TANGLEWOOD,SOFTWALK,SHOES,BLACK NAPPA LEATHER/STRETCH,95.99,95.99,TRUE,BLACK NAPPA LEATHER/STRETCH,ONLINE ONLY,10 M
2039,2019-04-25T04:02:40Z,2019-04-25T04:02:40Z,WOMEN S PLEASER FLAMINGO 1018G OPEN TOE,PLEASER,SHOES,ROSE GOLD GLITTER,95.95,95.95,TRUE,ROSE GOLD GLITTER,ONLINE ONLY,6
2040,2019-04-25T04:02:40Z,2019-04-25T04:02:40Z,WOMEN S SOFTWALK TANGLEWOOD,SOFTWALK,SHOES,OFF WHITE NAPPA LEATHER/STRETC,95.99,95.99,TRUE,OFF WHITE NAPPA LEATHER/STRETC,ONLINE ONLY,9.5 M
2041,2019-04-25T04:02:40Z,2019-04-25T04:02:40Z,WOMEN S SOFTWALK TANGLEWOOD,SOFTWALK,SHOES,BLACK NAPPA LEATHER/STRETCH,109.32,109.32,TRUE,BLACK NAPPA LEATHER/STRETCH,ONLINE ONLY,9.5 M
2042,2019-04-25T04:02:39Z,2019-04-25T04:02:39Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,PINK,21.99,21.99,FALSE,PINK,ONLINE ONLY,7 BM US
2043,2019-04-25T04:02:39Z,2019-04-25T04:02:39Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,PINK,21.99,21.99,FALSE,PINK,ONLINE ONLY,6 BM US
2044,2019-04-25T04:02:39Z,2019-04-25T04:02:39Z,WOMEN S POINTED TOE ASYMMETRICAL STRAP,BRINLEY CO.,SHOES,SILVER,37.99,37.99,FALSE,SILVER,ONLINE ONLY: 49% OFF,10
2045,2019-04-25T04:02:37Z,2019-04-25T04:02:37Z,CITY CLASSIFIED WOMEN S CURVY ROUND CLO,CITY CLASSIFIED,SHOES,PINK,21.99,21.99,FALSE,PINK,ONLINE ONLY,9 BM US
2046,2019-04-25T04:02:36Z,2019-04-25T04:02:36Z,CITY CLASSIFIED WOMEN S FAUX LEATHER MI,CITY CLASSIFIED,SHOES,BLACK,41.99,41.99,TRUE,BLACK,ONLINE ONLY,6 BM US
2047,2019-04-25T04:01:51Z,2019-04-25T04:01:51Z,EARTH ORIGINS PORTIA WOMENS SUEDE KNEE,EARTH ORIGIN,SHOES,ALMOND,34.97,34.97,FALSE,ALMOND,ONLINE ONLY,12
2048,2019-04-25T04:01:50Z,2019-04-25T04:01:50Z,CITY CLASSIFIED WOME S POINTY TOE CUTOU,CITY CLASSIFIED,SHOES,ORANGE,22.99,22.99,FALSE,ORANGE,ONLINE ONLY,10 BM US
2049,2019-04-25T04:01:37Z,2019-04-25T04:01:37Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,BLACK LEATHER,99.95,99.95,TRUE,BLACK LEATHER,ONLINE ONLY,7.5
2050,2019-04-25T04:01:36Z,2019-04-25T04:01:36Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,SAND LEATHER,99.95,99.95,FALSE,SAND LEATHER,ONLINE ONLY,12
2051,2019-04-25T04:01:36Z,2019-04-25T04:01:36Z,BRINLEY CO. WOMENS COMFORT VINTAGE BOOT,BRINLEY CO.,SHOES,BLUE,49.99,49.99,TRUE,BLUE,ONLINE ONLY: 44% OFF,5.5
2052,2019-04-25T04:01:36Z,2019-04-25T04:01:36Z,BRINLEY CO. WOMENS COMFORT WIDE CALF FA,BRINLEY CO.,SHOES,TAUPE,54.99,54.99,TRUE,TAUPE,WAS 99.99,7.5
2053,2019-04-25T04:01:36Z,2019-04-25T04:01:36Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,SAND LEATHER,99.95,99.95,FALSE,SAND LEATHER,ONLINE ONLY,8.5
2054,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,BRINLEY CO. WOMENS COMFORT VINTAGE BOOT,BRINLEY CO.,SHOES,GREY,49.99,49.99,TRUE,GREY,ONLINE ONLY: 44% OFF,7
2055,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,SAND LEATHER,99.95,99.95,FALSE,SAND LEATHER,ONLINE ONLY,10
2056,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,BLACK LEATHER,99.95,99.95,FALSE,BLACK LEATHER,ONLINE ONLY,6
2057,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,SAND LEATHER,99.95,99.95,FALSE,SAND LEATHER,ONLINE ONLY,9
2058,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,BLACK LEATHER,99.95,99.95,FALSE,BLACK LEATHER,ONLINE ONLY,6.5
2059,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,BLACK LEATHER,99.95,99.95,FALSE,BLACK LEATHER,ONLINE ONLY,10.5
2060,2019-04-25T04:01:35Z,2019-04-25T04:01:35Z,WOMEN S SOFTWALK BOLINAS THONG SANDAL,SOFTWALK,SHOES,SAND LEATHER,99.95,99.95,TRUE,SAND LEATHER,ONLINE ONLY,5.5
2061,2019-04-25T04:01:06Z,2019-04-25T04:01:09Z,"1-HIBISCUS01 BY BAMBOO, CLASSIC HIGH HE",BAMBOO,SHOES,BEIGE SNAKE,29.99,29.99,FALSE,BEIGE SNAKE,ONLINE ONLY,US 9
2062,2019-04-25T04:01:06Z,2019-04-25T04:01:09Z,ZIGINY WOMENS MELAA SPLIT TOE CASUAL ST,ZIGINY,SHOES,SILVER,40.98,40.98,TRUE,SILVER,ONLINE ONLY: 35% OFF,8.5
2063,2019-04-25T04:01:07Z,2019-04-25T04:01:07Z,SOFTWALK WOMEN S ST HELENA PLATFORM SAN,SOFTWALK FOOTWEAR,SHOES,METALLIC MULTI,120,120,TRUE,METALLIC MULTI,ONLINE ONLY,10 BM US
2064,2019-04-25T04:01:07Z,2019-04-25T04:01:07Z,SOFTWALK WOMEN S ST HELENA PLATFORM SAN,SOFTWALK FOOTWEAR,SHOES,NATURAL MULTI,120,120,TRUE,NATURAL MULTI,ONLINE ONLY,9 BM US
2065,2019-04-25T04:00:38Z,2019-04-25T04:00:38Z,LIFESTRIDE WOMEN S DARCY WEDGE PUMP,LIFESTRIDE,SHOES,WHITE,74.07,74.07,FALSE,WHITE,ONLINE ONLY,10
2066,2019-04-25T04:00:36Z,2019-04-25T04:00:36Z,WOMEN S SUNSET FLIP FLOP,TIDEWATER,SHOES,NAVY/GOLD,24.99,24.99,FALSE,NAVY/GOLD,ONLINE ONLY,8
2067,2019-04-25T04:00:36Z,2019-04-25T04:00:36Z,WOMEN S SUNSET FLIP FLOP,TIDEWATER,SHOES,NAVY/GOLD,27.5,27.5,FALSE,NAVY/GOLD,ONLINE ONLY,10
2068,2019-04-25T04:00:33Z,2019-04-25T04:00:33Z,WOMEN S LIFE STRIDE ELEANORA GLADIATOR,LIFE STRIDE,SHOES,ROSE GOLD POLYURETHANE,53.09,53.09,FALSE,ROSE GOLD POLYURETHANE,ONLINE ONLY,8.5
2069,2019-04-25T04:00:33Z,2019-04-25T04:00:33Z,WOMEN S LIFE STRIDE ELEANORA GLADIATOR,LIFE STRIDE,SHOES,WHITE,31.96,31.96,TRUE,WHITE,ONLINE ONLY: 20% OFF,7
2070,2019-04-25T04:00:30Z,2019-04-25T04:00:30Z,WOMEN S CAPE COD THONG SANDAL,TIDEWATER,SHOES,GOLD,23.96,23.96,FALSE,GOLD,ONLINE ONLY,7
2071,2019-04-25T03:02:20Z,2019-04-25T03:02:20Z,WOMEN S PLEASER BLONDIE R 1008,PLEASER,SHOES,BLACK SEQUINS/BLACK,89.95,89.95,TRUE,BLACK SEQUINS/BLACK,ONLINE ONLY,7
2072,2019-04-25T03:02:11Z,2019-04-25T03:02:11Z,SKECHERS 14415GRY WOMEN S GO STEP - MAR,SKECHERS,SHOES,GRAY,79,79,FALSE,GRAY,ONLINE ONLY,8
2073,2019-04-25T03:02:10Z,2019-04-25T03:02:10Z,TRINIDAD WOMEN S SANDAL,ARRAY,SHOES,WHITE,52.46,52.46,TRUE,WHITE,ONLINE ONLY: 25% OFF,8.5
2074,2019-04-25T03:01:51Z,2019-04-25T03:02:10Z,AEROSOLES WOMEN S TRUE MATCH SLIP-ON LO,AEROSOLES,SHOES,BLACK,47.99,47.99,FALSE,BLACK,ONLINE ONLY,10M
2075,2019-04-25T03:02:05Z,2019-04-25T03:02:05Z,LAUREN RALPH LAUREN WOMEN S SARINA PUMP,LAUREN-BY-RALPH-LAUREN,SHOES,CHAMPAGNE SATIN,112,112,FALSE,CHAMPAGNE SATIN,ONLINE ONLY,8 BM US
2076,2019-04-25T03:01:16Z,2019-04-25T03:01:16Z,SKECHERS WOMEN S MANTRA ULTRA - FORTE N,SKECHERS,SHOES,"NAVY / WHITE,NAVY/WHITE",18.92,18.92,TRUE,NAVY/WHITE,ONLINE ONLY: 73% OFF,10M
2077,2019-04-25T02:20:12Z,2019-04-25T02:20:12Z,WOMEN LEATHERETTE ROUND TOE PADDED COLL,NATURE BREEZE,SHOES,TAN,50.99,50.99,FALSE,TAN,ONLINE ONLY,7.5
2078,2019-04-25T02:19:58Z,2019-04-25T02:19:58Z,BRECKELLE AF57 WOMEN LEATHERETTE MILITA,BRECKELLES,SHOES,BEIGE,45.9,45.9,FALSE,BEIGE,ONLINE ONLY,6.5
2079,2019-04-25T02:14:53Z,2019-04-25T02:17:11Z,PALLADIUM PALLAPHOENIX OG CVS SNEAKER,PALLADIUM,SHOES,WHITE CANVAS,62,62,TRUE,WHITE CANVAS,ONLINE ONLY,3.5
2080,2019-04-25T02:16:25Z,2019-04-25T02:16:25Z,DAVID TATE WOMEN S NELLY SLINGBACK,DAVID TATE,SHOES,PINK NUBUCK,89.95,89.95,FALSE,PINK NUBUCK,ONLINE ONLY,10
2081,2019-04-25T02:15:07Z,2019-04-25T02:15:07Z,ELLIE SHOE E-500-FUZZ 5 CHUNKY HEEL PLA,ELLIE,SHOES,PINK,95.95,95.95,FALSE,PINK,ONLINE ONLY,5
2082,2019-04-25T02:08:03Z,2019-04-25T02:08:03Z,TROTTERS WOMEN S MINDY BLACK TUMBLED LE,TROTTERS,SHOES,BLACK LEATHER,62.96,62.96,FALSE,BLACK LEATHER,ONLINE ONLY,10.5
2083,2019-04-25T02:08:01Z,2019-04-25T02:08:01Z,WOMEN S TROTTERS CANDICE MARY JANE,TROTTERS,SHOES,BLACK/BLACK DRESS LEATHER/PATE,99.95,99.95,FALSE,BLACK/BLACK DRESS LEATHER/PATE,ONLINE ONLY,10.5
2084,2019-04-25T02:06:49Z,2019-04-25T02:06:49Z,CITY CLASSIFIED SPRINT WOMEN S CUT OUT,CITY CLASSIFIED,SHOES,BLACK,26.95,26.95,TRUE,BLACK,ONLINE ONLY,5.5
2085,2019-04-25T02:06:48Z,2019-04-25T02:06:48Z,CITY CLASSIFIED GREAT-S WOMEN S STUD CH,CITY CLASSIFIED,SHOES,BLACK,31.95,31.95,TRUE,BLACK,ONLINE ONLY,5.5
2086,2019-04-25T02:06:46Z,2019-04-25T02:06:46Z,OWNSHOE WOMENS BREATHABLE FASHION ATHLE,OWNSHOE,SHOES,RED,28.99,28.99,FALSE,RED,ONLINE ONLY,13
2087,2019-04-25T02:01:40Z,2019-04-25T02:01:40Z,NATURALIZER WOMEN S SABAN SLIP-ON LOAFE,NATURALIZER,SHOES,WHISKEY,115,115,TRUE,WHISKEY,ONLINE ONLY,9
2088,2019-04-25T02:01:36Z,2019-04-25T02:01:36Z,"TROTTERS WOMEN S BLAST III BOOT,BLACK Q",TROTTERS,SHOES,BLACK WAXY FAUX LEATHER/PLAIN,47.66,47.66,FALSE,BLACK WAXY FAUX LEATHER/PLAIN,ONLINE ONLY: 50% OFF,7
2089,2019-04-25T02:00:44Z,2019-04-25T02:00:44Z,WOMEN S SLOUCHY SIDE ACCENT BUCKLE BOOT,BRINLEY CO.,SHOES,GREY,28,28,TRUE,GREY,ONLINE ONLY: 60% OFF,9
2090,2019-04-25T02:00:41Z,2019-04-25T02:00:41Z,WOMEN S SOFTWALK ACTON,SOFTWALK,SHOES,BLACK DISTRESSED METALLIC LEAT,55.31,55.31,FALSE,BLACK DISTRESSED METALLIC LEAT,ONLINE ONLY: 50% OFF,10
2091,2019-04-25T02:00:32Z,2019-04-25T02:00:32Z,WOMEN S L ARTISTE BY SPRING STEP CALPIE,L ARTISTE BY SPRING STEP,SHOES,ORANGE MULTI LEATHER,99.95,99.95,TRUE,ORANGE MULTI LEATHER,ONLINE ONLY,40
2092,2019-04-24T09:14:21Z,2019-04-24T09:14:21Z,"RECENT BY SODA, OPEN BUCKLE SIDE SLIT C",SODA,SHOES,WHITE PU,36,36,FALSE,WHITE PU,ONLINE ONLY,US 5.5
2093,2019-04-24T09:14:11Z,2019-04-24T09:14:11Z,BRINLEY CO. WOMENS COMFORT EXTRA WIDE C,BRINLEY CO.,SHOES,NAVY,59.99,59.99,TRUE,NAVY,ONLINE ONLY: 40% OFF,10
2094,2019-04-24T09:14:11Z,2019-04-24T09:14:11Z,BRINLEY CO. WOMENS COMFORT EXTRA WIDE C,BRINLEY CO.,SHOES,NAVY,59.99,59.99,TRUE,NAVY,ONLINE ONLY: 40% OFF,8.5
2095,2019-04-24T09:14:11Z,2019-04-24T09:14:11Z,BRINLEY CO. WOMENS COMFORT EXTRA WIDE C,BRINLEY CO.,SHOES,OLIVE,59.99,59.99,TRUE,OLIVE,ONLINE ONLY: 40% OFF,10
2096,2019-04-24T09:14:11Z,2019-04-24T09:14:11Z,BRINLEY CO. WOMENS COMFORT EXTRA WIDE C,BRINLEY CO.,SHOES,CHESTNUT,59.99,59.99,TRUE,CHESTNUT,WAS 99.99,7.5
2097,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,SAUCONY WOMENS COHESION 11 LOW TOP LACE,SAUCONY,SHOES,WHITE / NAVY / TEAL,39.1,39.1,TRUE,WHITE / NAVY / TEAL,ONLINE ONLY: 35% OFF,8.5M
2098,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,REFRESH LIBBY-01 WOMEN S SHORT VERSION,REFRESH,SHOES,TAUPE,45,45,TRUE,TAUPE,ONLINE ONLY,10 BM US
2099,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,SANUK VEE K SHAWN CHUKKA BOOT - WASHED,SANUK,SHOES,OLIV,48.5,48.5,TRUE,OLIV,ONLINE ONLY,8.5 BM US
2100,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,REFRESH CLUB-02 WOMEN S LACE UP SIDE ZI,REFRESH,SHOES,BROWN,36.95,36.95,TRUE,BROWN,ONLINE ONLY,8.5 BM US
2101,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,SAFETY GIRL 8 WOMEN S LOGGER BOOT - SOF,SAFETY GIRL,SHOES,BROWN,68.95,68.95,TRUE,BROWN,ONLINE ONLY,10
2102,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,"SCANDAL-620R, 5 1/2   SPIKE HEEL RHINES",PLEASERUSA,SHOES,RED RHINESTONES,46.45,46.45,TRUE,RED RHINESTONES,ONLINE ONLY,SIZE 9
2103,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,REEBOK CROSSFIT GRACE TR RUNNING SHOE -,REEBOK,SHOES,SHELL PINK/CHALK/SANDY ROSE/SI,89,89,FALSE,SHELL PINK/CHALK/SANDY ROSE/SI,ONLINE ONLY: 11% OFF,8.5 BM US
2104,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,REFRESH MARA-05 WOMENS ANKLE STRAP COMF,REFRESH,SHOES,BROWN,34.95,34.95,FALSE,BROWN,ONLINE ONLY,10 BM US
2105,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,REEBOK CROSSFIT GRACE TR RUNNING SHOE -,REEBOK,SHOES,IRONSTONE/CHALK/MYSTIC GREY/SI,100,100,FALSE,IRONSTONE/CHALK/MYSTIC GREY/SI,ONLINE ONLY,8.5 BM US
2106,2019-04-24T09:14:05Z,2019-04-24T09:14:05Z,"ROBIN1 BY TOP MODA, SHINNY GLITTER PEEP",TOP MODA,SHOES,SILVER,25,25,TRUE,SILVER,ONLINE ONLY,US 10
2107,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,REEBOK CROSSFIT GRACE TR RUNNING SHOE -,REEBOK,SHOES,SHELL PINK/CHALK/SANDY ROSE/SI,89,89,FALSE,SHELL PINK/CHALK/SANDY ROSE/SI,ONLINE ONLY: 11% OFF,6.5 BM US
2108,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,REEBOK WOMEN S HARMONY ROAD BLUE/GREY/G,REEBOK,SHOES,BLUE/GREY/GREY/SPRK/VIT,43,43,TRUE,BLUE/GREY/GREY/SPRK/VIT,ONLINE ONLY: 64% OFF,6.5 M US
2109,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,SC HOME COLLECTION WOMENS 12417 PLUSH E,SC HOME COLLECTION,SHOES,NAVY,25.95,25.95,TRUE,NAVY,ONLINE ONLY,38 M EU / 7.5-8 BM US
2110,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,"SCHEME BY AQUAPILLAR, CLASSIC POINTED T",AQUAPILLAR,SHOES,LEOPARD PATENT,29.99,29.99,TRUE,LEOPARD PATENT,ONLINE ONLY,US 6.5
2111,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,SAUCONY WOMEN S BREAKTHRU 4 AQUA / VIOL,SAUCONY,SHOES,AQUA / VIOLET,57.54,57.54,TRUE,AQUA / VIOLET,ONLINE ONLY: 42% OFF,11M
2112,2019-04-24T09:14:04Z,2019-04-24T09:14:04Z,SAUCONY WOMEN S KILKENNY XC4 10124 CROS,SAUCONY,SHOES,BLACK/WHITE/PINK,23.99,23.99,FALSE,BLACK/WHITE/PINK,ONLINE ONLY: 68% OFF,6.5 BM US
2113,2019-04-24T09:14:03Z,2019-04-24T09:14:03Z,ROXY WOMENS TEL AVIV OPEN TOE CASUAL GL,ROXY,SHOES,WHITE,62.3,62.3,TRUE,WHITE,ONLINE ONLY,9
2114,2019-04-24T09:14:03Z,2019-04-24T09:14:03Z,"SCHEME BY AQUAPILLAR, CLASSIC POINTED T",AQUAPILLAR,SHOES,LEOPARD PATENT,29.99,29.99,TRUE,LEOPARD PATENT,ONLINE ONLY,US 5.5
2115,2019-04-24T09:14:03Z,2019-04-24T09:14:03Z,"RIDING BY SODA, ASYMMETRICAL PERFORATED",SODA,SHOES,GRAY NUBUCK,33.99,33.99,FALSE,GRAY NUBUCK,ONLINE ONLY,US 8
2116,2019-04-24T09:14:02Z,2019-04-24T09:14:02Z,SC HOME COLLECTION WOMENS 13117 PLUSH E,SC HOME COLLECTION,SHOES,BORDO,29.95,29.95,TRUE,BORDO,ONLINE ONLY,41 M EU / 9.5-10 BM US
2117,2019-04-24T09:14:02Z,2019-04-24T09:14:02Z,REFRESH MARA-05 WOMENS ANKLE STRAP COMF,REFRESH,SHOES,BROWN,34.95,34.95,FALSE,BROWN,ONLINE ONLY,7.5 BM US
2118,2019-04-24T09:14:02Z,2019-04-24T09:14:02Z,REEBOK WOMENS PRIME RUNNER FC LOW TOP L,REEBOK,SHOES,LVNDR LILAC GRY TAUPE WHITE,45.36,45.36,TRUE,LVNDR LILAC GRY TAUPE WHITE,ONLINE ONLY: 35% OFF,10.5
2119,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,SAM EDELMAN WOMEN S FELICIA BALLET FLAT,SAM EDELMAN,SHOES,PEARL PINK SUEDE,64.95,64.95,FALSE,PEARL PINK SUEDE,ONLINE ONLY,6.5 BM US
2120,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,"SAM EDELMAN WOMEN S STILLSON PUMP, PINK",SAM EDELMAN,SHOES,PINK MAUVE SUEDE,151.8,151.8,TRUE,PINK MAUVE SUEDE,ONLINE ONLY,8 M
2121,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,SARA Z WOMENS 15 PU KNEE HIGH BOOTS WIT,SARA Z,SHOES,BLACK,22.89,22.89,TRUE,BLACK,ONLINE ONLY,9 BM US
2122,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,"RIDING BY SODA, ASYMMETRICAL PERFORATED",SODA,SHOES,KHAKI GREEN,33.99,33.99,TRUE,KHAKI GREEN,ONLINE ONLY,US 7.5
2123,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,ROCKET DOG DEON WOMEN ROUND TOE SYNTHET,ADIDAS,SHOES,WHITE,139.04,139.04,TRUE,WHITE,ONLINE ONLY,6 M
2124,2019-04-24T09:14:01Z,2019-04-24T09:14:01Z,SC HOME COLLECTION WOMENS 12117 WEDGE P,SC HOME COLLECTION,SHOES,BORDO,33.95,33.95,TRUE,BORDO,ONLINE ONLY,38 M EU / 7.5-8 BM US
2125,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,REEBOK WOMENS PRINT RUN 2.0 BLACK RUNNI,REEBOK,SHOES,BLACK,64.95,64.95,TRUE,BLACK,ONLINE ONLY,8.5
2126,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,SAUCONY WOMENS COHESION 11 LOW TOP LACE,SAUCONY,SHOES,CHARCOAL / PEACH,36.99,36.99,TRUE,CHARCOAL / PEACH,ONLINE ONLY: 38% OFF,6M
2127,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,"RIDING BY SODA, ASYMMETRICAL PERFORATED",SODA,SHOES,GRAY NUBUCK,33.99,33.99,TRUE,GRAY NUBUCK,ONLINE ONLY,US 7
2128,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,REEBOK WOMEN S SUPREME RUN MT BLACK / S,REEBOK,SHOES,BLACK / SILVER METALLIC / WHIT,46.87,46.87,TRUE,BLACK / SILVER METALLIC / WHIT,ONLINE ONLY: 22% OFF,7.5M
2129,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,"SARA Z LADIES PU CHELSEA BOOT (BLACK),",SARA Z,SHOES,COGNAC,16.76,16.76,TRUE,COGNAC,ONLINE ONLY,10 BM US
2130,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,"ROBIN1 BY TOP MODA, SHINNY GLITTER PEEP",TOP MODA,SHOES,SILVER,25,25,FALSE,SILVER,ONLINE ONLY,US 5.5
2131,2019-04-24T09:14:00Z,2019-04-24T09:14:00Z,REVELSTOKE WOMENS HANNAH FAUX FUR LINED,REVELSTOKE,SHOES,BROWN NYLON,49.99,49.99,TRUE,BROWN NYLON,ONLINE ONLY,9 MEDIUM BM
2132,2019-04-24T09:13:58Z,2019-04-24T09:13:58Z,WOMEN S PALLADIUM PAMPA FREE CVS CHUKKA,PALLADIUM,SHOES,RAINY DAY/MARSHMALLOW TEXTILE,24.95,24.95,TRUE,RAINY DAY/MARSHMALLOW TEXTILE,ONLINE ONLY: 64% OFF,6
