dateAdded,dateUpdated,brand,categories,primaryCategories,colors,ean / upc,name,prices.amountMax,prices.amountMin,prices.availability,prices.dateSeen,prices.offer,prices.size,sizes
2019-05-01T05:14:31Z,2019-05-01T05:14:31Z,City Classified,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Tan,691000000000.00,"City Classified Women's Faux Leather Mid Calf Stacked Heel Boot (Tan, 9 B(M) US)",41.99,41.99,TRUE,2019-04-19T07:09:29Z,Online only,5.5 BM US,5.5 BM US
2019-05-01T05:14:20Z,2019-05-01T05:14:20Z,Aerosoles,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,White,737000000000.00,women's aerosoles traveler slip-on,63.19,63.19,TRUE,2019-04-21T02:12:23Z,Online only: 20% off,US 10.5W,US 10.5W
2019-05-01T05:00:50Z,2019-05-01T05:14:17Z,CREVO,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Brown Nubuck,805000000000.00,Women's Crevo Britain Bootie,84.95,84.95,TRUE,2019-04-27T13:02:00.000Z,Online only,6.5,6.5
2019-05-01T05:14:08Z,2019-05-01T05:14:08Z,Soda,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Black,791000000000.00,"Mantis by Soda, Women Vintage Western Ankle Bootie Block Heel Perforated Hole Cut Out",33.99,33.99,TRUE,2019-04-19T03:16:41Z,Online only,US 7.5,US 7.5
2019-05-01T05:14:07Z,2019-05-01T05:14:07Z,New Balance,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,By,890000000000.00,New Balance Women's Wvngo By Ankle-High Running Shoe - 7.5W,67.99,67.99,FALSE,2019-04-22T04:15:52Z,Online only,9M,9M
2019-05-01T05:14:00Z,2019-05-01T05:14:00Z,City Classified,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Natural Beige,791000000000.00,"1-Ayden by City Classified, Comfy Foam Padded Vintage Chunky Block High Heel Mary Jane Pump",27.99,27.99,TRUE,2019-04-25T12:36:00.000Z,Online only,US 8,US 8
2019-05-01T05:13:54Z,2019-05-01T05:13:54Z,Michael Kors,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Ecru,191000000000.00,Michael Kors Natasha Slide Women's Slippers,39.99,39.99,FALSE,2019-04-29T01:06:00.000Z,Online only: 64% off,6 M,6 M
2019-05-01T05:13:48Z,2019-05-01T05:13:48Z,Diba,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Natural Leather,884000000000.00,Women's Diba True In Between Open Toe Bootie,116.45,116.45,TRUE,2019-04-19T07:03:13Z,Online only: 22% off,9,9
2019-05-01T05:13:42Z,2019-05-01T05:13:42Z,SummitFashions,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Red,829000000000.00,5 Inch Women's Sexy Knee High Boots High Heel Boot With Zipper,78.89,78.89,TRUE,2019-04-27T12:59:00.000Z,Online only: 21% off,13,13
2019-05-01T05:13:38Z,2019-05-01T05:13:38Z,Soda,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Shoes,Dark Wine Red,791000000000.00,"Second by Soda, Lug Sole Combat Bootie w Chunky Block High Heel",38,38,TRUE,2019-04-19T03:21:28Z,Online only,US 6.5,US 6.5
