cncode,yr,deflator,weight,age,hhsize,male,married,literate,yedu,urban,labor,haccount,hloan_rec,own_house,yhtot,d_labor1,d_labor2,d_labor3,d_age1,d_age2,d_age3,d_age4,yhtot_usd
ARM,1996,0.00238141,1,30,6,1,1,1,,0,1,0,0,1,245160,1,0,0,0,1,0,0,583.826355
ARM,1996,0.00238141,1,64,5,0,0,1,,0,3,0,0,1,204000,0,0,1,0,0,0,1,485.8075562
ARM,1996,0.00238141,1,28,4,0,1,1,,1,3,1,0,1,0,0,0,1,0,1,0,0,0
ARM,1996,0.00238141,1,34,5,1,1,1,,1,1,0,0,0,171903,1,0,0,0,1,0,0,409.3714294
ARM,1996,0.00238141,1,51,3,1,1,1,,1,1,1,0,1,138000,1,0,0,0,0,1,0,328.6345215
ARM,1996,0.00238141,1,56,2,0,0,1,,0,3,0,0,0,59880,0,0,1,0,0,1,0,142.5988007
ARM,1996,0.00238141,1,21,2,1,1,1,,0,1,0,0,1,27600,1,0,0,0,1,0,0,65.72690582
ARM,1996,0.00238141,1,66,2,1,1,1,,0,3,0,0,1,165600,0,0,1,0,0,0,1,394.3614197
ARM,1996,0.00238141,1,66,6,0,0,1,,0,1,0,0,1,36000,1,0,0,0,0,0,1,85.73074341
ARM,1996,0.00238141,1,53,4,1,1,1,,0,1,0,0,1,408000,1,0,0,0,0,1,0,971.6151123
ARM,1996,0.00238141,1,65,4,1,1,1,,1,3,0,0,1,120000,0,0,1,0,0,0,1,285.7691345
ARM,1996,0.00238141,1,28,4,0,0,1,,0,3,0,0,1,1470000,0,0,1,0,1,0,0,3500.671875
ARM,1996,0.00238141,1,27,4,1,1,1,,1,1,0,0,0,255075,1,0,0,0,1,0,0,607.4380493
ARM,1996,0.00238141,1,32,6,1,1,1,,0,1,0,0,1,354000,1,0,0,0,1,0,0,843.0189819
ARM,1996,0.00238141,1,46,5,1,1,1,,1,1,0,1,0,360000,1,0,0,0,0,1,0,857.3074341
ARM,1996,0.00238141,1,6,5,1,,0,,1,3,0,0,1,5288400,0,0,1,1,0,0,0,12593.8457
ARM,1996,0.00238141,1,38,5,1,0,1,,0,1,0,0,1,396000,1,0,0,0,1,0,0,943.038147
ARM,1996,0.00238141,1,49,4,1,1,1,,1,1,0,1,0,0,1,0,0,0,0,1,0,0
ARM,1996,0.00238141,1,36,4,0,1,1,,1,1,0,0,0,281430,1,0,0,0,1,0,0,670.2000732
ARM,1996,0.00238141,1,38,5,1,1,1,,0,1,0,0,1,183600,1,0,0,0,1,0,0,437.2267761
ARM,1996,0.00238141,1,44,4,1,1,1,,1,2,0,0,0,30000,0,1,0,0,0,1,0,71.44228363
ARM,1996,0.00238141,1,66,2,1,1,1,,1,3,0,0,1,116400,0,0,1,0,0,0,1,277.1960754
ARM,1996,0.00238141,1,47,7,0,1,1,,1,3,0,0,0,114000,0,0,1,0,0,1,0,271.4806824
ARM,1996,0.00238141,1,65,1,0,0,1,,1,3,0,0,0,33600,0,0,1,0,0,0,1,80.01535797
ARM,1996,0.00238141,1,52,8,1,1,1,,1,1,0,0,1,613800,1,0,0,0,0,1,0,1461.709106
ARM,1996,0.00238141,1,39,1,0,0,1,,1,1,0,0,1,342690,1,0,0,0,1,0,0,816.0852051
ARM,1996,0.00238141,1,91,3,0,0,1,,0,3,0,0,1,171600,0,0,1,0,0,0,1,408.6498718
ARM,1996,0.00238141,1,30,5,0,0,1,,1,1,0,0,1,823393.5,1,0,0,0,1,0,0,1960.837158
ARM,1996,0.00238141,1,47,4,0,1,1,,1,3,0,0,1,1496916,0,0,1,0,0,1,0,3564.77002
ARM,1996,0.00238141,1,60,5,0,0,1,,0,3,0,0,1,1131000,0,0,1,0,0,0,1,2693.374268
ARM,1996,0.00238141,1,25,3,0,1,1,,0,1,0,0,1,1970400,1,0,0,0,1,0,0,4692.329102
ARM,1996,0.00238141,1,38,5,1,1,1,,1,3,0,0,1,1002180,0,0,1,0,1,0,0,2386.601074
ARM,1996,0.00238141,1,67,6,1,1,1,,0,3,0,0,1,84000,0,0,1,0,0,0,1,200.0384064
ARM,1996,0.00238141,1,46,3,0,0,1,,1,1,0,0,1,269760,1,0,0,0,0,1,0,642.4090576
ARM,1996,0.00238141,1,72,2,0,0,0,,1,3,0,0,0,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,37,5,1,1,1,,0,1,0,0,1,57600,1,0,0,0,1,0,0,137.1691895
ARM,1996,0.00238141,1,25,5,0,1,1,,0,3,0,0,1,624000,0,0,1,0,1,0,0,1485.999512
ARM,1996,0.00238141,1,65,2,1,1,1,,0,3,0,0,1,600000,0,0,1,0,0,0,1,1428.845703
ARM,1996,0.00238141,1,35,4,1,1,1,,1,2,0,0,1,226278,0,1,0,0,1,0,0,538.8605957
ARM,1996,0.00238141,1,61,1,0,0,1,,0,1,0,0,1,121200,1,0,0,0,0,0,1,288.6268311
ARM,1996,0.00238141,1,56,2,0,0,1,,0,3,0,0,1,341490,0,0,1,0,0,1,0,813.2275391
ARM,1996,0.00238141,1,60,3,1,1,1,,0,1,0,0,0,414000,1,0,0,0,0,0,1,985.9035645
ARM,1996,0.00238141,1,35,5,0,1,1,,0,1,0,0,1,445800,1,0,0,0,1,0,0,1061.632324
ARM,1996,0.00238141,1,78,1,0,0,1,,1,3,0,0,1,31200,0,0,1,0,0,0,1,74.29998016
ARM,1996,0.00238141,1,48,3,0,0,1,,1,1,0,1,1,846180,1,0,0,0,0,1,0,2015.101074
ARM,1996,0.00238141,1,38,2,0,0,1,,1,1,0,0,1,101000,1,0,0,0,1,0,0,240.5223541
ARM,1996,0.00238141,1,68,2,1,1,1,,1,3,0,0,0,182557.5,0,0,1,0,0,0,1,434.7441711
ARM,1996,0.00238141,1,65,6,1,1,1,,0,3,0,0,1,783270,0,0,1,0,0,0,1,1865.286621
ARM,1996,0.00238141,1,40,4,1,1,1,,1,1,0,0,1,120000,1,0,0,0,0,1,0,285.7691345
ARM,1996,0.00238141,1,62,6,0,1,1,,0,3,0,0,1,325200,0,0,1,0,0,0,1,774.4343872
ARM,1996,0.00238141,1,33,5,0,1,1,,0,1,0,0,1,1477200,1,0,0,0,1,0,0,3517.818115
ARM,1996,0.00238141,1,44,6,1,1,1,,1,1,0,0,1,1042860,1,0,0,0,0,1,0,2483.476807
ARM,1996,0.00238141,1,63,1,0,0,1,,0,3,0,0,0,150000,0,0,1,0,0,0,1,357.2114258
ARM,1996,0.00238141,1,63,1,0,0,1,,0,3,0,0,1,343200,0,0,1,0,0,0,1,817.2997437
ARM,1996,0.00238141,1,27,7,1,1,1,,1,1,0,0,1,1159300,1,0,0,0,1,0,0,2760.768066
ARM,1996,0.00238141,1,42,5,1,1,1,,1,1,0,0,1,582000,1,0,0,0,0,1,0,1385.980347
ARM,1996,0.00238141,1,70,8,0,0,1,,1,3,0,1,1,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,29,4,1,1,1,,0,1,0,0,1,1474200,1,0,0,0,1,0,0,3510.673828
ARM,1996,0.00238141,1,39,4,1,1,1,,0,1,0,0,1,509400,1,0,0,0,1,0,0,1213.089966
ARM,1996,0.00238141,1,79,3,0,0,1,,1,3,0,0,1,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,42,5,1,1,1,,1,1,0,0,0,294078.75,1,0,0,0,0,1,0,700.3219604
ARM,1996,0.00238141,1,48,3,0,0,1,,1,1,0,0,0,408000,1,0,0,0,0,1,0,971.6151123
ARM,1996,0.00238141,1,2,5,1,,0,,0,3,0,0,1,68400,0,0,1,1,0,0,0,162.8884125
ARM,1996,0.00238141,1,32,4,1,1,1,,1,2,0,0,1,14400,0,1,0,0,1,0,0,34.29229736
ARM,1996,0.00238141,1,20,5,1,0,1,,1,3,0,0,1,167127,0,0,1,0,1,0,0,397.9978333
ARM,1996,0.00238141,1,69,1,0,0,1,,0,3,0,0,1,375600,0,0,1,0,0,0,1,894.4573975
ARM,1996,0.00238141,1,41,4,1,1,1,,1,2,0,0,1,10000,0,1,0,0,0,1,0,23.81409454
ARM,1996,0.00238141,1,68,7,1,1,1,,1,1,0,0,1,249000,1,0,0,0,0,0,1,592.9709473
ARM,1996,0.00238141,1,51,5,0,1,1,,1,1,0,0,1,180787.5,1,0,0,0,0,1,0,430.5290833
ARM,1996,0.00238141,1,28,7,0,1,1,,1,3,0,0,1,502800,0,0,1,0,1,0,0,1197.372681
ARM,1996,0.00238141,1,54,1,0,0,1,,1,3,1,0,1,1011270,0,0,1,0,0,1,0,2408.248047
ARM,1996,0.00238141,1,67,2,0,1,1,,1,3,0,0,1,178800,0,0,1,0,0,0,1,425.7960205
ARM,1996,0.00238141,1,65,1,0,0,1,,0,3,0,0,1,385200,0,0,1,0,0,0,1,917.3189697
ARM,1996,0.00238141,1,68,2,1,1,1,,1,3,0,0,1,101557.5,0,0,1,0,0,0,1,241.8499908
ARM,1996,0.00238141,1,84,2,1,0,1,,1,3,0,0,1,122630.25,0,0,1,0,0,0,1,292.0328369
ARM,1996,0.00238141,1,77,1,0,0,1,,1,3,0,0,0,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,30,5,0,1,1,,0,1,0,0,1,1226580,1,0,0,0,1,0,0,2920.989258
ARM,1996,0.00238141,1,35,5,0,1,1,,1,3,0,0,1,617058.75,0,0,1,0,1,0,0,1469.469604
ARM,1996,0.00238141,1,37,7,0,1,1,,1,3,0,0,0,0,0,0,1,0,1,0,0,0
ARM,1996,0.00238141,1,27,4,1,0,1,,1,1,0,0,0,180000,1,0,0,0,1,0,0,428.653717
ARM,1996,0.00238141,1,24,4,0,1,1,,0,1,0,0,1,1317360,1,0,0,0,1,0,0,3137.173584
ARM,1996,0.00238141,1,39,9,1,1,1,,0,1,0,0,1,511200,1,0,0,0,1,0,0,1217.376587
ARM,1996,0.00238141,1,48,3,1,1,1,,1,1,0,1,1,726000,1,0,0,0,0,1,0,1728.90332
ARM,1996,0.00238141,1,36,5,0,1,1,,1,1,0,0,1,282000,1,0,0,0,1,0,0,671.5574951
ARM,1996,0.00238141,1,51,4,1,1,1,,1,2,0,0,1,0,0,1,0,0,0,1,0,0
ARM,1996,0.00238141,1,32,2,0,0,1,,1,1,0,0,1,175515,1,0,0,0,1,0,0,417.9730835
ARM,1996,0.00238141,1,28,6,1,1,1,,0,1,0,0,1,1656000,1,0,0,0,1,0,0,3943.614258
ARM,1996,0.00238141,1,46,5,0,1,1,,0,1,0,1,1,228000,1,0,0,0,0,1,0,542.9613647
ARM,1996,0.00238141,1,46,2,0,0,1,,0,3,0,0,1,42000,0,0,1,0,0,1,0,100.0192032
ARM,1996,0.00238141,1,88,1,1,0,1,,0,3,0,0,1,60000,0,0,1,0,0,0,1,142.8845673
ARM,1996,0.00238141,1,78,1,0,0,1,,1,3,0,0,0,174000,0,0,1,0,0,0,1,414.3652649
ARM,1996,0.00238141,1,39,6,1,1,1,,1,1,0,0,1,322545,1,0,0,0,1,0,0,768.1117554
ARM,1996,0.00238141,1,46,5,1,1,1,,0,1,0,0,1,180000,1,0,0,0,0,1,0,428.653717
ARM,1996,0.00238141,1,62,1,0,0,1,,1,3,1,0,1,54000,0,0,1,0,0,0,1,128.5961151
ARM,1996,0.00238141,1,71,4,1,0,1,,1,3,0,0,1,258000,0,0,1,0,0,0,1,614.4036255
ARM,1996,0.00238141,1,70,1,0,0,1,,0,3,0,0,1,444144,0,0,1,0,0,0,1,1057.688721
ARM,1996,0.00238141,1,43,6,1,1,1,,1,1,0,0,1,348000,1,0,0,0,0,1,0,828.7305298
ARM,1996,0.00238141,1,60,5,1,1,1,,1,1,0,0,0,93600,1,0,0,0,0,0,1,222.8999329
ARM,1996,0.00238141,1,63,1,0,0,1,,0,3,0,0,1,64800,0,0,1,0,0,0,1,154.3153381
ARM,1996,0.00238141,1,24,8,0,1,1,,1,3,1,0,1,46800,0,0,1,0,1,0,0,111.4499664
ARM,1996,0.00238141,1,56,2,0,1,1,,1,3,0,0,1,31200,0,0,1,0,0,1,0,74.29998016
ARM,1996,0.00238141,1,47,3,0,0,1,,1,2,0,0,0,325000,0,1,0,0,0,1,0,773.9580688
ARM,1996,0.00238141,1,56,1,0,0,1,,0,3,0,0,1,0,0,0,1,0,0,1,0,0
ARM,1996,0.00238141,1,35,6,1,1,1,,1,1,0,0,1,984180,1,0,0,0,1,0,0,2343.735596
ARM,1996,0.00238141,1,40,4,1,1,1,,1,1,0,0,1,246000,1,0,0,0,0,1,0,585.8267212
ARM,1996,0.00238141,1,16,3,1,0,1,,1,3,0,0,1,350400,0,0,1,1,0,0,0,834.4459229
ARM,1996,0.00238141,1,65,1,0,0,1,,0,1,0,0,1,327600,1,0,0,0,0,0,1,780.1497803
ARM,1996,0.00238141,1,71,1,0,0,1,,0,3,0,0,1,240000,0,0,1,0,0,0,1,571.538269
ARM,1996,0.00238141,1,55,3,1,1,1,,0,2,0,0,1,762000,0,1,0,0,0,1,0,1814.634033
ARM,1996,0.00238141,1,41,4,1,1,1,,1,1,0,1,1,822180,1,0,0,0,0,1,0,1957.947266
ARM,1996,0.00238141,1,69,3,0,0,1,,0,3,0,0,1,82800,0,0,1,0,0,0,1,197.1807098
ARM,1996,0.00238141,1,23,6,1,1,1,,0,1,0,0,1,3294000,1,0,0,0,1,0,0,7844.362793
ARM,1996,0.00238141,1,47,5,1,1,1,,1,1,0,0,1,82000,1,0,0,0,0,1,0,195.2755737
ARM,1996,0.00238141,1,47,5,1,1,1,,1,1,0,0,1,276000,1,0,0,0,0,1,0,657.269043
ARM,1996,0.00238141,1,6,5,0,,0,,0,3,0,0,1,247200,0,0,1,1,0,0,0,588.6844482
ARM,1996,0.00238141,1,67,2,1,0,1,,1,3,0,0,1,106800,0,0,1,0,0,0,1,254.3345337
ARM,1996,0.00238141,1,35,5,1,1,1,,0,1,0,0,1,440400,1,0,0,0,1,0,0,1048.772705
ARM,1996,0.00238141,1,49,4,1,1,1,,1,1,1,0,1,132000,1,0,0,0,0,1,0,314.3460693
ARM,1996,0.00238141,1,27,3,0,0,1,,0,1,0,0,1,421800,1,0,0,0,1,0,0,1004.478516
ARM,1996,0.00238141,1,47,1,0,0,1,,0,1,0,0,1,0,1,0,0,0,0,1,0,0
ARM,1996,0.00238141,1,71,3,1,1,1,,0,3,0,0,1,28800,0,0,1,0,0,0,1,68.58459473
ARM,1996,0.00238141,1,50,2,0,0,1,,1,1,0,1,1,263172.5938,1,0,0,0,0,1,0,626.7217407
ARM,1996,0.00238141,1,37,5,1,1,1,,0,1,0,0,1,42600,1,0,0,0,1,0,0,101.4480438
ARM,1996,0.00238141,1,42,7,1,1,1,,0,1,0,0,1,533280,1,0,0,0,0,1,0,1269.958008
ARM,1996,0.00238141,1,40,4,0,1,1,,1,2,0,0,1,1083270,0,1,0,0,0,1,0,2579.709473
ARM,1996,0.00238141,1,50,7,0,1,1,,0,1,0,0,1,558000,1,0,0,0,0,1,0,1328.826538
ARM,1996,0.00238141,1,48,5,1,1,1,,1,1,0,0,1,180500.5469,1,0,0,0,0,1,0,429.8457336
ARM,1996,0.00238141,1,38,4,1,1,1,,1,1,0,0,1,1044360,1,0,0,0,1,0,0,2487.048828
ARM,1996,0.00238141,1,65,5,1,0,1,,0,3,0,0,1,244200,0,0,1,0,0,0,1,581.5402222
ARM,1996,0.00238141,1,19,3,0,1,1,,0,2,0,0,1,148800,0,1,0,1,0,0,0,354.3537292
ARM,1996,0.00238141,1,38,4,1,1,1,,0,1,0,0,1,1230000,1,0,0,0,1,0,0,2929.133789
ARM,1996,0.00238141,1,32,4,1,1,1,,0,1,0,0,1,1104210,1,0,0,0,1,0,0,2629.576172
ARM,1996,0.00238141,1,43,7,0,1,1,,0,1,0,1,1,2169600,1,0,0,0,0,1,0,5166.706055
ARM,1996,0.00238141,1,26,3,0,0,1,,1,2,0,0,1,109357.5,0,1,0,0,1,0,0,260.4249878
ARM,1996,0.00238141,1,59,1,0,0,1,,0,1,1,0,1,293745,1,0,0,0,0,1,0,699.5271606
ARM,1996,0.00238141,1,35,4,1,1,1,,0,1,0,0,1,0,1,0,0,0,1,0,0,0
ARM,1996,0.00238141,1,37,4,0,0,1,,1,1,0,0,0,36000,1,0,0,0,1,0,0,85.73074341
ARM,1996,0.00238141,1,68,4,0,0,1,,0,3,0,0,1,1144800,0,0,1,0,0,0,1,2726.237549
ARM,1996,0.00238141,1,73,2,1,1,1,,0,3,0,0,1,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,18,4,1,0,1,,0,1,0,0,1,674523,1,0,0,1,0,0,0,1606.315552
ARM,1996,0.00238141,1,39,5,0,1,1,,0,3,0,0,1,1496400,0,0,1,0,1,0,0,3563.54126
ARM,1996,0.00238141,1,66,3,1,1,1,,1,3,0,0,1,328800,0,0,1,0,0,0,1,783.0074463
ARM,1996,0.00238141,1,18,1,0,0,1,,1,3,0,0,1,1566540,0,0,1,1,0,0,0,3730.573242
ARM,1996,0.00238141,1,68,2,1,1,1,,0,3,0,0,1,37800,0,0,1,0,0,0,1,90.01728058
ARM,1996,0.00238141,1,72,2,1,1,1,,0,3,0,0,1,438810,0,0,1,0,0,0,1,1044.986328
ARM,1996,0.00238141,1,37,7,1,1,1,,0,1,0,0,1,1431840,1,0,0,0,1,0,0,3409.797363
ARM,1996,0.00238141,1,33,4,1,1,1,,0,1,0,0,1,138000,1,0,0,0,1,0,0,328.6345215
ARM,1996,0.00238141,1,35,5,0,1,1,,1,1,0,0,0,144006,1,0,0,0,1,0,0,342.9372559
ARM,1996,0.00238141,1,81,4,1,0,1,,0,3,0,0,0,450000,0,0,1,0,0,0,1,1071.634277
ARM,1996,0.00238141,1,71,1,0,0,1,,0,3,0,0,1,178800,0,0,1,0,0,0,1,425.7960205
ARM,1996,0.00238141,1,22,4,0,1,1,,0,1,0,0,1,28800,1,0,0,0,1,0,0,68.58459473
ARM,1996,0.00238141,1,36,5,1,1,1,,0,2,0,0,0,360000,0,1,0,0,1,0,0,857.3074341
ARM,1996,0.00238141,1,31,3,1,1,1,,0,1,0,0,1,216000,1,0,0,0,1,0,0,514.3844604
ARM,1996,0.00238141,1,32,7,1,1,1,,1,1,1,0,1,56760,1,0,0,0,1,0,0,135.168808
ARM,1996,0.00238141,1,48,4,1,1,1,,1,1,0,0,1,396000,1,0,0,0,0,1,0,943.038147
ARM,1996,0.00238141,1,34,4,1,1,1,,1,1,0,0,0,542400,1,0,0,0,1,0,0,1291.676514
ARM,1996,0.00238141,1,55,5,1,1,1,,1,2,0,0,0,399040,0,1,0,0,0,1,0,950.2776489
ARM,1996,0.00238141,1,59,2,1,1,1,,1,3,0,0,1,595150.5,0,0,1,0,0,1,0,1417.297119
ARM,1996,0.00238141,1,39,5,0,1,1,,0,2,0,0,1,146400,0,1,0,0,1,0,0,348.6383667
ARM,1996,0.00238141,1,40,6,0,1,1,,1,2,0,0,1,138000,0,1,0,0,0,1,0,328.6345215
ARM,1996,0.00238141,1,39,6,1,1,1,,1,1,1,0,1,180000,1,0,0,0,1,0,0,428.653717
ARM,1996,0.00238141,1,49,3,1,1,1,,0,1,0,0,1,151200,1,0,0,0,0,1,0,360.0691223
ARM,1996,0.00238141,1,3,10,1,,0,,1,3,0,0,0,14400,0,0,1,1,0,0,0,34.29229736
ARM,1996,0.00238141,1,31,3,1,1,1,,0,1,0,0,0,130356,1,0,0,0,1,0,0,310.4310303
ARM,1996,0.00238141,1,32,3,1,1,1,,0,1,0,0,1,666180,1,0,0,0,1,0,0,1586.447388
ARM,1996,0.00238141,1,30,4,1,1,1,,1,1,0,0,1,321600,1,0,0,0,1,0,0,765.8613281
ARM,1996,0.00238141,1,42,4,1,1,1,,1,1,1,0,1,311406,1,0,0,0,0,1,0,741.5852051
ARM,1996,0.00238141,1,37,4,1,1,1,,0,1,0,0,1,21600,1,0,0,0,1,0,0,51.43844604
ARM,1996,0.00238141,1,40,8,0,0,1,,0,1,1,0,1,1188360,1,0,0,0,0,1,0,2829.971924
ARM,1996,0.00238141,1,42,4,1,1,1,,0,2,0,0,1,600000,0,1,0,0,0,1,0,1428.845703
ARM,1996,0.00238141,1,63,2,1,1,1,,0,3,0,0,1,1172400,0,0,1,0,0,0,1,2791.9646
ARM,1996,0.00238141,1,54,3,0,1,1,,1,1,1,0,1,902070,1,0,0,0,0,1,0,2148.197998
ARM,1996,0.00238141,1,48,3,0,1,1,,1,3,0,0,0,106800,0,0,1,0,0,1,0,254.3345337
ARM,1996,0.00238141,1,54,3,1,1,1,,1,1,0,0,1,667200,1,0,0,0,0,1,0,1588.876465
ARM,1996,0.00238141,1,54,5,0,1,1,,1,1,1,0,1,60000,1,0,0,0,0,1,0,142.8845673
ARM,1996,0.00238141,1,41,5,1,1,1,,1,1,0,0,0,350200,1,0,0,0,0,1,0,833.9696045
ARM,1996,0.00238141,1,45,2,0,1,1,,1,1,0,0,1,1046616,1,0,0,0,0,1,0,2492.421387
ARM,1996,0.00238141,1,39,5,1,1,1,,1,1,1,0,0,287400,1,0,0,0,1,0,0,684.4171143
ARM,1996,0.00238141,1,70,3,0,0,1,,0,3,0,0,1,326400,0,0,1,0,0,0,1,777.2920532
ARM,1996,0.00238141,1,44,4,0,1,1,,1,1,0,0,1,934000,1,0,0,0,0,1,0,2224.236572
ARM,1996,0.00238141,1,44,6,1,1,1,,1,1,1,1,1,1084342.5,1,0,0,0,0,1,0,2582.263672
ARM,1996,0.00238141,1,43,3,0,0,1,,1,1,0,0,1,668690,1,0,0,0,0,1,0,1592.424683
ARM,1996,0.00238141,1,33,5,1,1,1,,0,1,0,0,0,80400,1,0,0,0,1,0,0,191.465332
ARM,1996,0.00238141,1,37,11,1,1,1,,1,1,1,0,1,470400,1,0,0,0,1,0,0,1120.215088
ARM,1996,0.00238141,1,58,6,0,1,1,,0,3,0,0,1,607200,0,0,1,0,0,1,0,1445.991821
ARM,1996,0.00238141,1,23,4,1,1,1,,0,1,0,0,1,116000,1,0,0,0,1,0,0,276.2434998
ARM,1996,0.00238141,1,69,1,0,0,1,,1,3,0,0,0,96000,0,0,1,0,0,0,1,228.6153107
ARM,1996,0.00238141,1,27,1,1,0,1,,0,1,0,0,,0,1,0,0,0,1,0,0,0
ARM,1996,0.00238141,1,43,2,0,0,1,,1,1,0,0,0,282000,1,0,0,0,0,1,0,671.5574951
ARM,1996,0.00238141,1,64,1,1,0,1,,1,3,0,0,1,555780,0,0,1,0,0,0,1,1323.539795
ARM,1996,0.00238141,1,76,1,0,0,1,,0,3,0,0,1,165000,0,0,1,0,0,0,1,392.9325562
ARM,1996,0.00238141,1,45,5,1,1,1,,1,2,0,0,1,36000,0,1,0,0,0,1,0,85.73074341
ARM,1996,0.00238141,1,66,4,1,1,1,,1,3,0,0,0,220800,0,0,1,0,0,0,1,525.8152466
ARM,1996,0.00238141,1,55,8,1,1,1,,1,1,0,0,1,1207950,1,0,0,0,0,1,0,2876.623535
ARM,1996,0.00238141,1,38,3,0,0,1,,1,3,0,0,1,226545,0,0,1,0,1,0,0,539.4963989
ARM,1996,0.00238141,1,47,3,0,0,1,,0,2,0,0,1,159000,0,1,0,0,0,1,0,378.644104
ARM,1996,0.00238141,1,34,4,1,1,1,,1,1,0,0,1,223515,1,0,0,0,1,0,0,532.2807617
ARM,1996,0.00238141,1,65,6,0,0,1,,1,3,0,0,0,220800,0,0,1,0,0,0,1,525.8152466
ARM,1996,0.00238141,1,37,9,1,1,1,,1,1,0,0,0,154400,1,0,0,0,1,0,0,367.6896362
ARM,1996,0.00238141,1,38,5,1,1,1,,0,1,0,0,1,0,1,0,0,0,1,0,0,0
ARM,1996,0.00238141,1,72,1,0,0,1,,1,3,0,0,1,28200,0,0,1,0,0,0,1,67.15574646
ARM,1996,0.00238141,1,63,2,1,1,1,,1,1,0,0,1,317200,1,0,0,0,0,0,1,755.3831177
ARM,1996,0.00238141,1,36,4,1,1,1,,0,1,0,0,1,450000,1,0,0,0,1,0,0,1071.634277
ARM,1996,0.00238141,1,33,4,1,1,1,,1,1,0,0,0,739200,1,0,0,0,1,0,0,1760.337891
ARM,1996,0.00238141,1,38,4,0,1,1,,0,2,0,0,1,123600,0,1,0,0,1,0,0,294.3422241
ARM,1996,0.00238141,1,13,5,0,,1,,0,3,0,0,1,331200,0,0,1,1,0,0,0,788.7228394
ARM,1996,0.00238141,1,27,7,0,0,1,,1,1,0,0,1,111183,1,0,0,0,1,0,0,264.7722473
ARM,1996,0.00238141,1,69,4,0,0,1,,0,3,0,0,1,600000,0,0,1,0,0,0,1,1428.845703
ARM,1996,0.00238141,1,38,2,0,0,1,,0,1,0,0,1,2724000,1,0,0,0,1,0,0,6486.959473
ARM,1996,0.00238141,1,67,5,0,0,1,,1,3,0,0,1,145116,0,0,1,0,0,0,1,345.5806274
ARM,1996,0.00238141,1,33,5,1,1,1,,0,1,0,0,1,420000,1,0,0,0,1,0,0,1000.192017
ARM,1996,0.00238141,1,65,1,0,0,1,,1,3,1,0,1,30000,0,0,1,0,0,0,1,71.44228363
ARM,1996,0.00238141,1,29,5,0,1,1,,0,1,0,0,1,229920,1,0,0,0,1,0,0,547.5336914
ARM,1996,0.00238141,1,60,2,0,1,1,,0,3,0,0,1,104400,0,0,1,0,0,0,1,248.6191559
ARM,1996,0.00238141,1,36,4,0,1,1,,1,1,0,0,0,315090,1,0,0,0,1,0,0,750.3583374
ARM,1996,0.00238141,1,85,5,0,0,1,,0,3,0,0,1,255600,0,0,1,0,0,0,1,608.6882935
ARM,1996,0.00238141,1,35,4,0,1,1,,1,2,0,0,0,258200,0,1,0,0,1,0,0,614.8799438
ARM,1996,0.00238141,1,24,1,0,0,1,,1,1,0,0,0,2724000,1,0,0,0,1,0,0,6486.959473
ARM,1996,0.00238141,1,57,3,1,1,1,,0,1,0,0,1,1704000,1,0,0,0,0,1,0,4057.921875
ARM,1996,0.00238141,1,43,4,1,1,1,,1,1,1,0,1,328800,1,0,0,0,0,1,0,783.0074463
ARM,1996,0.00238141,1,29,2,0,0,1,,0,1,0,0,1,0,1,0,0,0,1,0,0,0
ARM,1996,0.00238141,1,69,7,0,1,1,,0,3,0,0,1,1262670,0,0,1,0,0,0,1,3006.934326
ARM,1996,0.00238141,1,46,5,1,1,1,,0,1,0,0,1,91200,1,0,0,0,0,1,0,217.1845551
ARM,1996,0.00238141,1,64,2,1,1,1,,1,3,0,0,1,446112,0,0,1,0,0,0,1,1062.375366
ARM,1996,0.00238141,1,48,9,0,1,1,,1,1,0,0,1,182400,1,0,0,0,0,1,0,434.3691101
ARM,1996,0.00238141,1,49,3,1,1,1,,1,1,0,0,0,333090,1,0,0,0,0,1,0,793.2236938
ARM,1996,0.00238141,1,43,5,1,1,1,,1,3,0,0,1,952978.5,0,0,1,0,0,1,0,2269.432129
ARM,1996,0.00238141,1,81,8,0,0,1,,1,3,0,0,1,386600,0,0,1,0,0,0,1,920.6528931
ARM,1996,0.00238141,1,56,1,0,0,1,,0,3,0,0,1,86400,0,0,1,0,0,1,0,205.7537842
ARM,1996,0.00238141,1,63,2,1,1,1,,1,3,0,0,1,102900,0,0,1,0,0,0,1,245.0470428
ARM,1996,0.00238141,1,43,5,1,0,1,,1,1,0,0,1,187800,1,0,0,0,0,1,0,447.2286987
ARM,1996,0.00238141,1,24,12,0,1,1,,1,3,0,0,0,184800,0,0,1,0,1,0,0,440.0844727
ARM,1996,0.00238141,1,50,7,1,1,1,,1,1,1,0,1,408000,1,0,0,0,0,1,0,971.6151123
ARM,1996,0.00238141,1,66,3,1,1,1,,1,3,0,0,1,82680,0,0,1,0,0,0,1,196.8949432
ARM,1996,0.00238141,1,37,5,1,1,1,,1,1,0,0,1,446400,1,0,0,0,1,0,0,1063.061157
ARM,1996,0.00238141,1,6,4,1,,0,,0,3,0,0,1,652800,0,0,1,1,0,0,0,1554.584106
