cncode,yr,deflator,weight,age,hhsize,male,married,literate,yedu,urban,labor,haccount,hloan_rec,own_house,yhtot,d_labor1,d_labor2,d_labor3,d_age1,d_age2,d_age3,d_age4,yhtot_usd
ALB,2002,0.006499957,93,62,1,1,0,1,8,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,140,49,1,1,0,1,4,1,3,,,0,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,412,51,6,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,170,43,4,1,1,1,15,1,1,,,1,480000,1,0,0,0,0,1,0,3119.979248
ALB,2002,0.006499957,143,43,1,0,0,1,15,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,296,44,4,1,1,1,17,1,1,,,1,762000,1,0,0,0,0,1,0,4952.967285
ALB,2002,0.006499957,93,41,5,1,1,1,15,0,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,241,31,4,0,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,158,45,4,1,1,1,17,1,1,,,1,1127000,1,0,0,0,0,1,0,7325.451172
ALB,2002,0.006499957,93,48,8,1,1,1,17,0,1,,,1,404000,1,0,0,0,0,1,0,2625.982666
ALB,2002,0.006499957,93,78,5,0,0,0,,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,93,63,1,0,0,1,4,0,3,,,0,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,70,8,1,1,1,15,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,41,48,6,1,1,1,15,1,1,,,1,264000,1,0,0,0,0,1,0,1715.988647
ALB,2002,0.006499957,143,30,3,0,1,1,12,1,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,274,58,4,1,1,1,17,1,1,,,1,370000,1,0,0,0,0,1,0,2404.984131
ALB,2002,0.006499957,93,38,5,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,143,37,5,1,1,1,8,1,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,412,62,5,1,1,1,8,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,41,46,6,1,1,1,10,1,2,,,0,150000,0,1,0,0,0,1,0,974.9935303
ALB,2002,0.006499957,41,48,4,1,1,1,17,1,1,,,1,409000,1,0,0,0,0,1,0,2658.482422
ALB,2002,0.006499957,41,44,5,1,1,1,15,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,34,4,1,1,1,12,1,1,,,0,240000,1,0,0,0,1,0,0,1559.989624
ALB,2002,0.006499957,93,43,6,1,1,1,12,0,1,,,1,161000,1,0,0,0,0,1,0,1046.493042
ALB,2002,0.006499957,412,65,3,1,1,1,0,0,1,,,1,380000,1,0,0,0,0,0,1,2469.983643
ALB,2002,0.006499957,275,72,2,1,1,1,15,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,50,5,1,1,1,15,0,1,,,1,156000,1,0,0,0,0,1,0,1013.993286
ALB,2002,0.006499957,412,72,6,1,0,1,,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,41,39,10,1,1,1,8,1,2,,,1,180000,0,1,0,0,1,0,0,1169.992188
ALB,2002,0.006499957,412,59,3,1,1,1,4,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,143,40,5,1,1,1,12,1,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,241,58,10,1,1,1,6,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,412,72,3,1,1,1,8,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,170,39,5,1,1,1,15,1,1,,,1,204000,1,0,0,0,1,0,0,1325.991211
ALB,2002,0.006499957,296,45,5,1,1,1,10,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,41,40,5,1,1,1,17,1,1,,,1,190000,1,0,0,0,0,1,0,1234.991821
ALB,2002,0.006499957,41,36,3,0,0,1,8,1,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,178,56,4,0,0,1,4,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,170,40,6,1,1,1,15,1,1,,,1,440000,1,0,0,0,0,1,0,2859.980957
ALB,2002,0.006499957,140,64,7,1,1,1,15,1,3,,,0,278000,0,0,1,0,0,0,1,1806.988037
ALB,2002,0.006499957,241,43,4,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,41,76,6,1,0,1,8,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,184,37,5,1,1,1,8,1,1,,,0,257000,1,0,0,0,1,0,0,1670.488892
ALB,2002,0.006499957,275,56,3,1,1,1,15,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,241,52,8,1,1,1,4,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,178,65,3,1,1,1,12,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,64,8,1,1,1,8,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,41,65,8,1,1,1,8,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,158,55,3,1,1,1,12,1,1,,,1,600000,1,0,0,0,0,1,0,3899.974121
ALB,2002,0.006499957,296,50,5,1,1,1,8,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,34,4,1,1,1,8,1,1,,,1,180000,1,0,0,0,1,0,0,1169.992188
ALB,2002,0.006499957,412,28,3,1,1,1,10,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,318,36,4,1,1,1,12,1,1,,,0,605000,1,0,0,0,1,0,0,3932.473877
ALB,2002,0.006499957,412,24,4,0,1,1,15,0,1,,,1,149000,1,0,0,0,1,0,0,968.4935913
ALB,2002,0.006499957,93,70,6,1,1,1,4,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,36,5,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,93,70,8,1,1,1,4,0,3,,,1,126000,0,0,1,0,0,0,1,818.9945679
ALB,2002,0.006499957,178,41,4,1,1,1,8,1,1,,,0,180000,1,0,0,0,0,1,0,1169.992188
ALB,2002,0.006499957,41,69,10,1,1,1,4,1,3,,,1,207500,0,0,1,0,0,0,1,1348.741089
ALB,2002,0.006499957,412,49,4,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,49,6,1,1,1,10,1,3,,,1,174000,0,0,1,0,0,1,0,1130.992432
ALB,2002,0.006499957,412,39,7,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,412,35,4,1,1,1,15,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,140,65,2,0,0,1,0,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,49,5,1,1,1,4,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,41,51,5,1,1,1,15,1,2,,,1,113000,0,1,0,0,0,1,0,734.4951172
ALB,2002,0.006499957,143,32,5,0,0,1,10,1,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,274,54,5,1,1,1,10,1,1,,,1,312000,1,0,0,0,0,1,0,2027.986572
ALB,2002,0.006499957,241,45,5,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,241,43,10,1,1,1,14,0,1,,,1,188000,1,0,0,0,0,1,0,1221.991943
ALB,2002,0.006499957,140,49,3,1,1,1,17,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,143,61,3,1,1,1,10,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,140,65,7,1,1,1,15,1,3,,,0,204000,0,0,1,0,0,0,1,1325.991211
ALB,2002,0.006499957,170,57,6,1,1,1,17,1,1,,,1,239000,1,0,0,0,0,1,0,1553.489624
ALB,2002,0.006499957,241,63,5,0,0,1,8,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,184,46,4,1,1,1,8,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,241,35,6,1,1,1,8,0,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,275,52,5,1,1,1,15,1,1,,,1,293500,1,0,0,0,0,1,0,1907.737305
ALB,2002,0.006499957,158,59,3,0,0,1,0,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,93,40,5,1,1,1,15,0,1,,,1,172900,1,0,0,0,0,1,0,1123.842529
ALB,2002,0.006499957,241,62,4,1,1,1,8,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,41,42,4,1,1,1,17,1,1,,,1,354000,1,0,0,0,0,1,0,2300.984619
ALB,2002,0.006499957,41,41,5,1,1,1,15,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,241,52,7,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,66,5,1,1,1,8,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,41,25,4,1,1,1,12,1,1,,,1,180000,1,0,0,0,1,0,0,1169.992188
ALB,2002,0.006499957,93,39,7,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,93,27,6,1,0,1,8,0,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,93,39,7,1,1,1,12,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,140,46,5,1,1,1,17,1,3,,,1,420000,0,0,1,0,0,1,0,2729.981934
ALB,2002,0.006499957,93,26,5,0,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,318,39,4,1,1,1,8,1,1,,,1,564000,1,0,0,0,1,0,0,3665.975586
ALB,2002,0.006499957,143,42,4,1,1,1,10,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,93,62,4,1,1,1,10,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,170,73,5,1,1,1,8,1,3,,,1,72000,0,0,1,0,0,0,1,467.9968872
ALB,2002,0.006499957,41,52,6,1,1,1,17,1,1,,,1,273000,1,0,0,0,0,1,0,1774.488159
ALB,2002,0.006499957,158,58,2,1,1,1,12,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,140,44,4,1,1,1,4,1,1,,,1,180000,1,0,0,0,0,1,0,1169.992188
ALB,2002,0.006499957,140,62,1,0,0,1,17,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,140,47,4,1,1,1,17,1,1,,,1,520000,1,0,0,0,0,1,0,3379.977539
ALB,2002,0.006499957,184,63,6,1,1,1,15,1,3,,,1,592000,0,0,1,0,0,0,1,3847.974365
ALB,2002,0.006499957,158,50,4,1,1,1,17,1,1,,,1,2845000,1,0,0,0,0,1,0,18492.37695
ALB,2002,0.006499957,412,46,8,1,1,1,4,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,93,49,9,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,158,50,8,1,1,1,8,1,1,,,1,84000,1,0,0,0,0,1,0,545.9963989
ALB,2002,0.006499957,412,29,4,1,1,1,15,0,1,,,1,154000,1,0,0,0,1,0,0,1000.993347
ALB,2002,0.006499957,158,53,4,1,1,1,17,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,158,50,4,1,1,1,8,1,1,,,0,912000,1,0,0,0,0,1,0,5927.960449
ALB,2002,0.006499957,184,74,1,0,0,0,1,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,274,76,2,0,0,1,4,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,41,5,1,1,1,15,0,1,,,1,180000,1,0,0,0,0,1,0,1169.992188
ALB,2002,0.006499957,143,55,4,1,1,1,8,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,140,57,3,1,1,1,4,1,1,,,1,385000,1,0,0,0,0,1,0,2502.483398
ALB,2002,0.006499957,143,40,4,1,1,1,12,1,2,,,1,154000,0,1,0,0,0,1,0,1000.993347
ALB,2002,0.006499957,184,53,2,1,1,1,15,1,1,,,1,311400,1,0,0,0,0,1,0,2024.086548
ALB,2002,0.006499957,318,41,2,0,0,1,8,1,1,,,1,72000,1,0,0,0,0,1,0,467.9968872
ALB,2002,0.006499957,93,30,5,1,1,1,8,0,1,,,1,360000,1,0,0,0,1,0,0,2339.984375
ALB,2002,0.006499957,412,34,5,1,1,1,8,0,1,,,1,144000,1,0,0,0,1,0,0,935.9937744
ALB,2002,0.006499957,412,57,4,1,1,1,17,0,1,,,1,351000,1,0,0,0,0,1,0,2281.484863
ALB,2002,0.006499957,274,26,6,1,1,1,12,1,1,,,1,250000,1,0,0,0,1,0,0,1624.989258
ALB,2002,0.006499957,296,73,2,0,0,0,,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,178,58,7,1,1,1,4,1,3,,,1,389000,0,0,1,0,0,1,0,2528.483154
ALB,2002,0.006499957,93,68,1,1,0,1,4,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,412,71,6,1,1,1,8,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,158,50,9,0,0,1,8,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,241,61,6,1,1,1,17,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,55,9,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,58,4,1,1,1,8,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,412,65,7,1,1,1,8,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,93,73,4,1,1,1,4,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,47,2,0,0,1,,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,412,34,3,1,1,1,8,0,1,,,1,144000,1,0,0,0,1,0,0,935.9937744
ALB,2002,0.006499957,158,48,3,1,1,1,12,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,241,57,2,1,1,1,9,0,1,,,1,150000,1,0,0,0,0,1,0,974.9935303
ALB,2002,0.006499957,296,54,4,1,1,1,15,1,1,,,1,298000,1,0,0,0,0,1,0,1936.987183
ALB,2002,0.006499957,412,59,4,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,189,47,4,1,1,1,15,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,158,56,3,1,1,1,12,1,3,,,1,352000,0,0,1,0,0,1,0,2287.984863
ALB,2002,0.006499957,93,60,3,1,1,1,4,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,45,5,1,1,1,8,0,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,41,39,5,1,1,1,12,1,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,93,43,7,1,1,1,8,0,1,,,1,300000,1,0,0,0,0,1,0,1949.987061
ALB,2002,0.006499957,412,30,5,0,1,1,12,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,275,51,6,0,0,1,8,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,143,57,6,1,1,1,10,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,93,48,6,1,0,1,8,0,1,,,1,120000,1,0,0,0,0,1,0,779.994812
ALB,2002,0.006499957,276,78,3,1,1,1,15,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,184,47,5,1,1,1,8,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,93,33,5,1,1,1,12,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,158,37,4,1,1,1,10,1,1,,,1,480000,1,0,0,0,1,0,0,3119.979248
ALB,2002,0.006499957,412,55,6,1,1,1,10,0,1,,,1,269000,1,0,0,0,0,1,0,1748.488403
ALB,2002,0.006499957,41,60,3,1,1,1,12,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,68,4,1,1,1,8,0,1,,,1,156000,1,0,0,0,0,0,1,1013.993286
ALB,2002,0.006499957,412,42,8,1,1,1,15,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,412,50,9,1,1,1,8,0,1,,,1,269000,1,0,0,0,0,1,0,1748.488403
ALB,2002,0.006499957,41,40,4,1,1,1,8,1,1,,,1,149000,1,0,0,0,0,1,0,968.4935913
ALB,2002,0.006499957,296,29,5,1,1,1,12,1,1,,,0,192000,1,0,0,0,1,0,0,1247.991699
ALB,2002,0.006499957,41,54,3,1,1,1,15,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,41,56,5,1,1,1,12,1,3,,,1,139000,0,0,1,0,0,1,0,903.4940186
ALB,2002,0.006499957,41,42,5,1,1,1,8,1,3,,,1,151000,0,0,1,0,0,1,0,981.4934692
ALB,2002,0.006499957,170,73,1,1,0,0,,1,3,,,0,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,64,7,1,1,1,4,0,1,,,1,180000,1,0,0,0,0,0,1,1169.992188
ALB,2002,0.006499957,412,38,4,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,93,36,5,1,1,1,15,0,1,,,1,108000,1,0,0,0,1,0,0,701.9953613
ALB,2002,0.006499957,158,46,4,1,1,1,15,1,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,178,46,5,1,1,1,8,1,1,,,1,300000,1,0,0,0,0,1,0,1949.987061
ALB,2002,0.006499957,276,44,4,1,1,1,15,1,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,178,58,3,1,1,1,8,1,1,,,1,300000,1,0,0,0,0,1,0,1949.987061
ALB,2002,0.006499957,296,48,5,1,1,1,15,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,143,45,5,1,1,1,15,1,1,,,1,409000,1,0,0,0,0,1,0,2658.482422
ALB,2002,0.006499957,158,46,4,1,1,1,15,1,1,,,1,274000,1,0,0,0,0,1,0,1780.988159
ALB,2002,0.006499957,93,61,9,1,1,1,4,0,1,,,1,130600,1,0,0,0,0,0,1,848.8943481
ALB,2002,0.006499957,41,48,5,1,1,1,15,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,41,47,5,1,1,1,8,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,178,56,4,1,1,1,8,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,158,77,5,1,1,1,8,1,3,,,0,540000,0,0,1,0,0,0,1,3509.976807
ALB,2002,0.006499957,412,31,3,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,158,54,3,1,1,1,15,1,1,,,1,766000,1,0,0,0,0,1,0,4978.966797
ALB,2002,0.006499957,93,65,4,1,1,1,4,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,41,31,4,1,1,1,17,1,1,,,1,313000,1,0,0,0,1,0,0,2034.48645
ALB,2002,0.006499957,140,39,2,1,1,1,17,1,1,,,1,1930000,1,0,0,0,1,0,0,12544.91699
ALB,2002,0.006499957,93,40,7,1,1,1,8,0,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,241,65,6,1,1,1,14,0,3,,,1,188000,0,0,1,0,0,0,1,1221.991943
ALB,2002,0.006499957,93,73,1,0,0,0,,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,46,8,1,1,1,17,0,1,,,1,386000,1,0,0,0,0,1,0,2508.983398
ALB,2002,0.006499957,140,45,2,1,1,1,17,1,1,,,1,40000,1,0,0,0,0,1,0,259.9982605
ALB,2002,0.006499957,93,49,5,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,58,4,1,1,1,8,1,2,,,1,0,0,1,0,0,0,1,0,0
ALB,2002,0.006499957,274,35,7,1,1,1,15,1,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,93,35,4,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,41,39,4,1,1,1,8,1,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,158,60,1,0,0,1,8,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,318,61,2,1,1,1,5,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,189,65,2,0,0,1,8,1,3,,,0,144000,0,0,1,0,0,0,1,935.9937744
ALB,2002,0.006499957,93,67,11,1,0,1,8,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,274,54,5,1,1,1,8,1,1,,,1,245000,1,0,0,0,0,1,0,1592.48938
ALB,2002,0.006499957,41,32,4,1,1,1,12,1,2,,,0,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,170,40,3,1,1,1,17,1,1,,,0,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,318,34,4,1,1,1,12,1,1,,,1,216000,1,0,0,0,1,0,0,1403.990723
ALB,2002,0.006499957,41,64,4,1,1,1,17,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,45,3,1,1,1,15,0,1,,,1,204000,1,0,0,0,0,1,0,1325.991211
ALB,2002,0.006499957,412,24,5,1,1,1,12,0,1,,,1,360000,1,0,0,0,1,0,0,2339.984375
ALB,2002,0.006499957,241,74,6,1,1,1,4,0,3,,,0,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,90,3,1,1,0,,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,178,46,4,1,1,1,17,1,1,,,1,180000,1,0,0,0,0,1,0,1169.992188
ALB,2002,0.006499957,296,55,3,1,1,1,15,1,1,,,1,364000,1,0,0,0,0,1,0,2365.984375
ALB,2002,0.006499957,412,30,4,1,1,1,8,0,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,178,45,4,1,1,1,12,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,178,60,3,1,1,1,8,1,1,,,1,120000,1,0,0,0,0,0,1,779.994812
ALB,2002,0.006499957,93,30,5,0,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,41,49,5,1,1,1,15,1,1,,,1,556200,1,0,0,0,0,1,0,3615.275879
ALB,2002,0.006499957,412,49,6,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,241,32,7,1,1,1,8,0,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,274,47,5,1,1,1,17,1,1,,,1,208000,1,0,0,0,0,1,0,1351.990967
ALB,2002,0.006499957,178,49,3,1,1,1,15,1,1,,,1,383900,1,0,0,0,0,1,0,2495.333496
ALB,2002,0.006499957,93,79,3,1,1,1,12,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,34,5,0,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,41,39,5,1,1,1,8,1,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,93,31,5,1,1,1,12,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,93,33,5,1,1,1,8,0,1,,,1,720000,1,0,0,0,1,0,0,4679.96875
ALB,2002,0.006499957,41,36,4,1,1,1,12,1,1,,,1,149600,1,0,0,0,1,0,0,972.3935547
ALB,2002,0.006499957,178,39,4,1,1,1,15,1,1,,,0,176800,1,0,0,0,1,0,0,1149.192383
ALB,2002,0.006499957,41,44,5,1,1,1,10,1,3,,,1,162000,0,0,1,0,0,1,0,1052.993042
ALB,2002,0.006499957,276,36,4,1,1,1,17,1,1,,,1,156000,1,0,0,0,1,0,0,1013.993286
ALB,2002,0.006499957,189,61,2,1,1,1,15,1,3,,,1,166000,0,0,1,0,0,0,1,1078.992798
ALB,2002,0.006499957,93,37,7,1,1,1,8,0,1,,,1,0,1,0,0,0,1,0,0,0
ALB,2002,0.006499957,412,31,4,1,1,1,8,0,3,,,1,0,0,0,1,0,1,0,0,0
ALB,2002,0.006499957,178,53,7,1,1,1,8,1,3,,,1,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,140,46,5,1,1,1,15,1,1,,,1,190000,1,0,0,0,0,1,0,1234.991821
ALB,2002,0.006499957,189,66,3,1,1,1,15,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,412,55,7,1,1,1,12,0,1,,,1,595000,1,0,0,0,0,1,0,3867.474365
ALB,2002,0.006499957,93,46,5,1,1,1,12,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,412,60,1,0,0,1,4,0,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,93,50,7,1,1,1,8,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,43,7,1,1,1,12,1,1,,,1,264000,1,0,0,0,0,1,0,1715.988647
ALB,2002,0.006499957,275,41,6,1,1,1,3,1,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,75,2,1,1,1,15,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,70,6,1,1,1,4,0,1,,,1,480000,1,0,0,0,0,0,1,3119.979248
ALB,2002,0.006499957,241,57,6,1,1,1,8,0,1,,,1,240000,1,0,0,0,0,1,0,1559.989624
ALB,2002,0.006499957,241,53,5,1,1,1,8,0,1,,,1,67200,1,0,0,0,0,1,0,436.7970886
ALB,2002,0.006499957,93,73,2,1,1,1,8,0,1,,,1,0,1,0,0,0,0,0,1,0
ALB,2002,0.006499957,158,65,2,1,1,1,8,1,3,,,1,0,0,0,1,0,0,0,1,0
ALB,2002,0.006499957,241,43,5,1,1,1,15,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,296,33,4,1,1,1,12,1,2,,,1,0,0,1,0,0,1,0,0,0
ALB,2002,0.006499957,178,38,4,0,1,1,12,1,1,,,1,112400,1,0,0,0,1,0,0,730.5951538
ALB,2002,0.006499957,93,59,3,1,1,1,4,0,3,,,0,0,0,0,1,0,0,1,0,0
ALB,2002,0.006499957,93,41,4,1,1,1,8,0,1,,,0,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,158,51,3,1,1,1,17,1,1,,,1,470909.0938,1,0,0,0,0,1,0,3060.888672
ALB,2002,0.006499957,93,37,7,1,1,1,12,0,1,,,1,250000,1,0,0,0,1,0,0,1624.989258
ALB,2002,0.006499957,412,47,7,1,1,1,12,0,1,,,1,0,1,0,0,0,0,1,0,0
ALB,2002,0.006499957,158,75,6,0,0,1,4,1,3,,,1,270000,0,0,1,0,0,0,1,1754.988403
